Normalized SMILES,logEC50,RANDOM,IL
O=S([N-]S(C(F)(F)F)(=O)=O)(=O)C(F)(F)F.c1[n+](ccn1CCCCCC)C,2.2415190245,85,85
C(C)CCCCn1c[n+](C)cc1.FC(F)(S([N-]S(=O)(C(F)(F)F)=O)(=O)=O)F,2.2415190245,85,85
C(CCC)CCn1c[n+](C)cc1.C(F)(F)(F)S(=O)([N-]S(=O)(=O)C(F)(F)F)=O,2.2415190245,85,85
C(CCC)CCn1c[n+](C)cc1.FC(F)(F)S([N-]S(C(F)(F)F)(=O)=O)(=O)=O,2.2415190245,85,85
CCCCCCn1cc[n+](C)c1.O=S1(=O)N=C([O-])c2ccccc21,2.29,86,86
c1[n+](cn(CCCCCC)c1)C.c1c2c(S(=O)(=O)N=C2[O-])ccc1,2.29,86,86
[O-]C1=NS(=O)(c2ccccc12)=O.[n+]1(C)ccn(c1)CCCCCC,2.29,86,86
CCCCCCn1cc[n+](C)c1.O=S1(N=C([O-])c2c1cccc2)=O,2.29,86,86
C(n1c[n+](C)cc1)CCCCC.[O-]C1c2ccccc2S(N=1)(=O)=O,2.29,86,86
c12ccccc1S(=O)(=O)N=C2[O-].c1[n+](C)cn(CCCCCC)c1,2.29,86,86
C(CCCCC)n1cc[n+](c1)C.c1ccc2c(S(=O)(N=C2[O-])=O)c1,2.29,86,86
C[n+]1cn(CCCCCC)cc1.c1ccc2c(c1)S(=O)(=O)N=C2[O-],2.29,86,86
C(CCCn1cc[n+](C)c1)CC.C1(=NS(=O)(c2ccccc12)=O)[O-],2.29,86,86
c1ccc2S(=O)(N=C([O-])c2c1)=O.c1n(c[n+](C)c1)CCCCCC,2.29,86,86
CCCCCCn1cc[n+](C)c1.[Cl-],2.835,87,87
C[n+]1ccn(c1)CCCCCC.[Cl-],2.835,87,87
[Cl-].c1n(CCCCCC)cc[n+]1C,2.835,87,87
C(CCC)CCn1c[n+](C)cc1.[Cl-],2.835,87,87
C(CCn1cc[n+](c1)C)CCC.[Cl-],2.835,87,87
C(n1c[n+](C)cc1)CCCCC.[Cl-],2.835,87,87
[Cl-].c1[n+](C)ccn1CCCCCC,2.835,87,87
[Cl-].c1[n+](C)ccn1CCCCCC,2.835,87,87
[Cl-].n1(CCCCCC)cc[n+](C)c1,2.835,87,87
C(Cn1c[n+](C)cc1)CCCC.[Cl-],2.835,87,87
CCCCCCn1cc[n+](C)c1C.F[B-](F)(F)F,1.9,88,88
F[B-](F)(F)F.c1(C)[n+](ccn1CCCCCC)C,1.9,88,88
C[n+]1c(n(CCCCCC)cc1)C.F[B-](F)(F)F,1.9,88,88
C(CCCCn1cc[n+](C)c1C)C.F[B-](F)(F)F,1.9,88,88
C(CCC)CCn1c(C)[n+](cc1)C.F[B-](F)(F)F,1.9,88,88
[B-](F)(F)(F)F.c1(C)[n+](C)ccn1CCCCCC,1.9,88,88
C[n+]1ccn(CCCCCC)c1C.F[B-](F)(F)F,1.9,88,88
C[n+]1ccn(CCCCCC)c1C.[B-](F)(F)(F)F,1.9,88,88
C(CCCCn1cc[n+](C)c1C)C.F[B-](F)(F)F,1.9,88,88
C[n+]1ccn(CCCCCC)c1C.F[B-](F)(F)F,1.9,88,88
CCCCCCn1cc[n+](CC)c1.F[B-](F)(F)F,2.26,89,89
F[B-](F)(F)F.c1n(cc[n+]1CC)CCCCCC,2.26,89,89
C(CCn1c[n+](CC)cc1)CCC.F[B-](F)(F)F,2.26,89,89
CC[n+]1ccn(c1)CCCCCC.F[B-](F)(F)F,2.26,89,89
C(CCC)CCn1c[n+](CC)cc1.F[B-](F)(F)F,2.26,89,89
F[B-](F)(F)F.c1[n+](cn(CCCCCC)c1)CC,2.26,89,89
CC[n+]1ccn(CCCCCC)c1.F[B-](F)(F)F,2.26,89,89
F[B-](F)(F)F.[n+]1(cn(cc1)CCCCCC)CC,2.26,89,89
[B-](F)(F)(F)F.n1(CCCCCC)c[n+](cc1)CC,2.26,89,89
CCCCCCn1cc[n+](CC)c1.[B-](F)(F)(F)F,2.26,89,89
CCCCCCn1cc[n+](CC)c1.[Br-],2.01,90,90
C(n1c[n+](cc1)CC)CCCCC.[Br-],2.01,90,90
C(CCCCn1c[n+](cc1)CC)C.[Br-],2.01,90,90
[Br-].c1c[n+](CC)cn1CCCCCC,2.01,90,90
[Br-].c1[n+](CC)ccn1CCCCCC,2.01,90,90
[Br-].[n+]1(CC)ccn(CCCCCC)c1,2.01,90,90
C(C)CCCCn1c[n+](CC)cc1.[Br-],2.01,90,90
C(CC)CCCn1c[n+](CC)cc1.[Br-],2.01,90,90
C(CCCn1c[n+](CC)cc1)CC.[Br-],2.01,90,90
CCCCCCn1c[n+](cc1)CC.[Br-],2.01,90,90
CCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.85,91,91
C(C)CCC[n+]1ccccc1.S([N-]S(=O)(=O)C(F)(F)F)(C(F)(F)F)(=O)=O,2.85,91,91
C(CC)CC[n+]1ccccc1.C(S(=O)([N-]S(=O)(=O)C(F)(F)F)=O)(F)(F)F,2.85,91,91
FC(F)(F)S(=O)([N-]S(=O)(C(F)(F)F)=O)=O.[n+]1(CCCCC)ccccc1,2.85,91,91
O=S([N-]S(=O)(=O)C(F)(F)F)(=O)C(F)(F)F.c1[n+](cccc1)CCCCC,2.85,91,91
S([N-]S(=O)(=O)C(F)(F)F)(=O)(=O)C(F)(F)F.c1cc[n+](cc1)CCCCC,2.85,91,91
CCCCC[n+]1ccccc1.S([N-]S(=O)(=O)C(F)(F)F)(=O)(=O)C(F)(F)F,2.85,91,91
C(C)CCC[n+]1ccccc1.O=S([N-]S(C(F)(F)F)(=O)=O)(=O)C(F)(F)F,2.85,91,91
FC(F)(S(=O)(=O)[N-]S(=O)(C(F)(F)F)=O)F.c1cc[n+](CCCCC)cc1,2.85,91,91
CCCCC[n+]1ccccc1.S(=O)(C(F)(F)F)(=O)[N-]S(=O)(=O)C(F)(F)F,2.85,91,91
CCCCC[n+]1ccccc1.[Br-],3.15,92,92
[Br-].[n+]1(ccccc1)CCCCC,3.15,92,92
[Br-].[n+]1(CCCCC)ccccc1,3.15,92,92
[Br-].[n+]1(CCCCC)ccccc1,3.15,92,92
[Br-].c1c[n+](ccc1)CCCCC,3.15,92,92
C(CC[n+]1ccccc1)CC.[Br-],3.15,92,92
C(CCC[n+]1ccccc1)C.[Br-],3.15,92,92
C(CC)CC[n+]1ccccc1.[Br-],3.15,92,92
CCCCC[n+]1ccccc1.[Br-],3.15,92,92
[Br-].c1ccc[n+](c1)CCCCC,3.15,92,92
CCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,3.07,93,93
F[P-](F)(F)(F)(F)F.[n+]1(CCCCC)ccn(C)c1,3.07,93,93
C(CCC)C[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,3.07,93,93
C(CCC[n+]1cn(cc1)C)C.F[P-](F)(F)(F)(F)F,3.07,93,93
Cn1c[n+](cc1)CCCCC.F[P-](F)(F)(F)(F)F,3.07,93,93
F[P-](F)(F)(F)(F)F.c1c[n+](cn1C)CCCCC,3.07,93,93
CCCCC[n+]1cn(cc1)C.F[P-](F)(F)(F)(F)F,3.07,93,93
CCCCC[n+]1ccn(c1)C.F[P-](F)(F)(F)(F)F,3.07,93,93
C(CCC[n+]1ccn(c1)C)C.F[P-](F)(F)(F)(F)F,3.07,93,93
F[P-](F)(F)(F)(F)F.c1n(cc[n+]1CCCCC)C,3.07,93,93
CCCCC[n+]1ccn(C)c1.[Cl-],3.16,94,94
[Cl-].c1c[n+](cn1C)CCCCC,3.16,94,94
C([n+]1cn(C)cc1)CCCC.[Cl-],3.16,94,94
C(CC[n+]1cn(cc1)C)CC.[Cl-],3.16,94,94
CCCCC[n+]1ccn(C)c1.[Cl-],3.16,94,94
[Cl-].c1c[n+](CCCCC)cn1C,3.16,94,94
C(C[n+]1ccn(c1)C)CCC.[Cl-],3.16,94,94
[Cl-].c1c[n+](CCCCC)cn1C,3.16,94,94
CCCCC[n+]1ccn(c1)C.[Cl-],3.16,94,94
C(CC)CC[n+]1cn(C)cc1.[Cl-],3.16,94,94
CCCCOC[n+]1cccc(O)c1.O=C1[N-]S(=O)(=O)c2ccccc21,3.6,95,95
C(COC[n+]1cccc(c1)O)CC.O=S1(=O)c2c(C(=O)[N-]1)cccc2,3.6,95,95
O=S1(c2c(cccc2)C([N-]1)=O)=O.c1cc(O)c[n+](COCCCC)c1,3.6,95,95
CCCCOC[n+]1cc(ccc1)O.c12ccccc2S(=O)(=O)[N-]C1=O,3.6,95,95
C(OCCCC)[n+]1cccc(O)c1.O=S1(c2c(cccc2)C(=O)[N-]1)=O,3.6,95,95
Oc1c[n+](COCCCC)ccc1.[N-]1S(=O)(=O)c2ccccc2C1=O,3.6,95,95
O=C1c2c(cccc2)S(=O)([N-]1)=O.c1(c[n+](COCCCC)ccc1)O,3.6,95,95
O=S1([N-]C(=O)c2c1cccc2)=O.c1[n+](cc(O)cc1)COCCCC,3.6,95,95
c1cc(O)c[n+](c1)COCCCC.c1ccc2C([N-]S(c2c1)(=O)=O)=O,3.6,95,95
O=S1(=O)c2ccccc2C([N-]1)=O.Oc1ccc[n+](COCCCC)c1,3.6,95,95
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.61,96,96
C[N+](CCCC)(C)C.S([N-]S(=O)(C(F)(F)F)=O)(=O)(C(F)(F)F)=O,3.61,96,96
C(C)CC[N+](C)(C)C.O=S(C(F)(F)F)(=O)[N-]S(C(F)(F)F)(=O)=O,3.61,96,96
C[N+](C)(CCCC)C.O=S(=O)(C(F)(F)F)[N-]S(C(F)(F)F)(=O)=O,3.61,96,96
C[N+](C)(C)CCCC.S(=O)(=O)([N-]S(=O)(C(F)(F)F)=O)C(F)(F)F,3.61,96,96
C(F)(F)(F)S(=O)([N-]S(=O)(=O)C(F)(F)F)=O.C[N+](CCCC)(C)C,3.61,96,96
C(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)(F)F.C[N+](C)(C)CCCC,3.61,96,96
C(CC[N+](C)(C)C)C.FC(F)(F)S(=O)([N-]S(=O)(C(F)(F)F)=O)=O,3.61,96,96
C[N+](CCCC)(C)C.FC(S(=O)(=O)[N-]S(=O)(C(F)(F)F)=O)(F)F,3.61,96,96
C(CCC)[N+](C)(C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,3.61,96,96
CCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.53,97,97
C(C[N+](CC)(C)C)CC.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,3.53,97,97
CC[N+](C)(CCCC)C.[N-](S(=O)(C(F)(F)F)=O)S(=O)(=O)C(F)(F)F,3.53,97,97
CC[N+](CCCC)(C)C.FC(S(=O)(=O)[N-]S(=O)(C(F)(F)F)=O)(F)F,3.53,97,97
C[N+](CCCC)(C)CC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(C(F)(F)F)=O,3.53,97,97
C(F)(S(=O)(=O)[N-]S(C(F)(F)F)(=O)=O)(F)F.C[N+](CCCC)(C)CC,3.53,97,97
C([N+](C)(C)CC)CCC.S(=O)(C(F)(F)F)(=O)[N-]S(C(F)(F)F)(=O)=O,3.53,97,97
C(CC[N+](CC)(C)C)C.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,3.53,97,97
CCCC[N+](C)(C)CC.FC(S(=O)(=O)[N-]S(=O)(C(F)(F)F)=O)(F)F,3.53,97,97
CC[N+](C)(C)CCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,3.53,97,97
CCCC[N+](C)(C)CC.[Cl-],4.6,98,98
C(CC[N+](C)(C)CC)C.[Cl-],4.6,98,98
C[N+](CCCC)(C)CC.[Cl-],4.6,98,98
CC[N+](CCCC)(C)C.[Cl-],4.6,98,98
C([N+](C)(C)CC)CCC.[Cl-],4.6,98,98
C(C)CC[N+](C)(C)CC.[Cl-],4.6,98,98
[Cl-].[N+](C)(CCCC)(C)CC,4.6,98,98
CC[N+](C)(C)CCCC.[Cl-],4.6,98,98
C[N+](C)(CC)CCCC.[Cl-],4.6,98,98
C(CC)C[N+](C)(C)CC.[Cl-],4.6,98,98
CCCC[N+](CCCC)(CCCC)CCCC.[Br-],2.25,99,99
C([N+](CCCC)(CCCC)CCCC)CCC.[Br-],2.25,99,99
CCCC[N+](CCCC)(CCCC)CCCC.[Br-],2.25,99,99
C([N+](CCCC)(CCCC)CCCC)CCC.[Br-],2.25,99,99
C(C[N+](CCCC)(CCCC)CCCC)CC.[Br-],2.25,99,99
C(CC)C[N+](CCCC)(CCCC)CCCC.[Br-],2.25,99,99
C(CC)C[N+](CCCC)(CCCC)CCCC.[Br-],2.25,99,99
CCCC[N+](CCCC)(CCCC)CCCC.[Br-],2.25,99,99
C(CCC)[N+](CCCC)(CCCC)CCCC.[Br-],2.25,99,99
C(CC)C[N+](CCCC)(CCCC)CCCC.[Br-],2.25,99,99
CCCC[N+](CCCC)(CCCC)CCCC.c1ccc2c(c1)O[B-]1(O2)Oc2ccccc2O1,1.61,100,100
C(C[N+](CCCC)(CCCC)CCCC)CC.O1[B-]2(Oc3c(O2)cccc3)Oc2ccccc12,1.61,100,100
C(C[N+](CCCC)(CCCC)CCCC)CC.c1c2c(ccc1)O[B-]1(O2)Oc2ccccc2O1,1.61,100,100
C(CC[N+](CCCC)(CCCC)CCCC)C.O1[B-]2(Oc3c1cccc3)Oc1ccccc1O2,1.61,100,100
C(CC[N+](CCCC)(CCCC)CCCC)C.O1[B-]2(Oc3ccccc13)Oc1c(cccc1)O2,1.61,100,100
CCCC[N+](CCCC)(CCCC)CCCC.c1cc2O[B-]3(Oc4c(cccc4)O3)Oc2cc1,1.61,100,100
CCCC[N+](CCCC)(CCCC)CCCC.c1cccc2c1O[B-]1(Oc3c(cccc3)O1)O2,1.61,100,100
C(C[N+](CCCC)(CCCC)CCCC)CC.c1cc2c(cc1)O[B-]1(O2)Oc2ccccc2O1,1.61,100,100
CCCC[N+](CCCC)(CCCC)CCCC.c12c(O[B-]3(O2)Oc2c(cccc2)O3)cccc1,1.61,100,100
C(C)CC[N+](CCCC)(CCCC)CCCC.c1cccc2c1O[B-]1(O2)Oc2c(O1)cccc2,1.61,100,100
CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,2.41,101,101
CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](C(F)(F)C(F)(F)F)(F)(F)(F)C(F)(C(F)(F)F)F,2.41,101,101
C1[N+](CCC1)(C)CCCC.FC(C(F)(F)[P-](C(F)(C(F)(F)F)F)(F)(F)(F)C(F)(F)C(F)(F)F)(F)F,2.41,101,101
C1C[N+](CCCC)(CC1)C.FC(F)(C(F)(F)[P-](F)(F)(F)(C(F)(C(F)(F)F)F)C(F)(F)C(F)(F)F)F,2.41,101,101
C1CC[N+](C1)(C)CCCC.FC(C(F)(F)F)(F)[P-](F)(C(F)(F)C(F)(F)F)(F)(C(F)(F)C(F)(F)F)F,2.41,101,101
C(C(F)(F)F)([P-](C(F)(C(F)(F)F)F)(F)(F)(F)C(C(F)(F)F)(F)F)(F)F.C[N+]1(CCCC1)CCCC,2.41,101,101
C1CC[N+](C)(C1)CCCC.F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(C(F)(F)F)(F)F)C(F)(F)C(F)(F)F,2.41,101,101
C(C(F)(F)F)(F)([P-](F)(C(F)(F)C(F)(F)F)(F)(C(F)(C(F)(F)F)F)F)F.C1C[N+](CCCC)(C)CC1,2.41,101,101
C1CC[N+](C1)(CCCC)C.[P-](F)(C(F)(C(F)(F)F)F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)F,2.41,101,101
CCCC[N+]1(C)CCCC1.FC([P-](F)(C(F)(F)C(F)(F)F)(C(C(F)(F)F)(F)F)(F)F)(F)C(F)(F)F,2.41,101,101
CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,2.9,102,102
C[N+]1(CCCC)CCCC1.F[B-](F)(F)F,2.9,102,102
CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,2.9,102,102
C(C)CC[N+]1(C)CCCC1.F[B-](F)(F)F,2.9,102,102
CCCC[N+]1(CCCC1)C.F[B-](F)(F)F,2.9,102,102
C([N+]1(CCCC1)C)CCC.F[B-](F)(F)F,2.9,102,102
C1CCC[N+]1(C)CCCC.F[B-](F)(F)F,2.9,102,102
C1CCC[N+]1(C)CCCC.F[B-](F)(F)F,2.9,102,102
C1CC[N+](C1)(C)CCCC.F[B-](F)(F)F,2.9,102,102
F[B-](F)(F)F.[N+]1(CCCC)(C)CCCC1,2.9,102,102
CCCC[N+]1(C)CCCC1.N#C[N-]C#N,4.23,103,103
C([N-]C#N)#N.[N+]1(CCCC)(CCCC1)C,4.23,103,103
C[N+]1(CCCC)CCCC1.N#C[N-]C#N,4.23,103,103
N#C[N-]C#N.[N+]1(CCCC1)(CCCC)C,4.23,103,103
C(C[N+]1(C)CCCC1)CC.[N-](C#N)C#N,4.23,103,103
C1CC[N+](C1)(C)CCCC.N#C[N-]C#N,4.23,103,103
C([N-]C#N)#N.C1C[N+](CC1)(C)CCCC,4.23,103,103
C(CC)C[N+]1(CCCC1)C.N#C[N-]C#N,4.23,103,103
C(CC)C[N+]1(C)CCCC1.[N-](C#N)C#N,4.23,103,103
C(C)CC[N+]1(CCCC1)C.[N-](C#N)C#N,4.23,103,103
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.01,104,104
C[N+]1(CCCC)CCCC1.FC(F)(F)S(=O)([N-]S(C(F)(F)F)(=O)=O)=O,3.01,104,104
C1CC[N+](CCCC)(C)C1.O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O,3.01,104,104
S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)(=O)=O.[N+]1(CCCC1)(CCCC)C,3.01,104,104
C1CCC[N+]1(CCCC)C.[N-](S(C(F)(F)F)(=O)=O)S(=O)(=O)C(F)(F)F,3.01,104,104
C1CC[N+](CCCC)(C1)C.FC(S(=O)(=O)[N-]S(C(F)(F)F)(=O)=O)(F)F,3.01,104,104
C(F)(S(=O)([N-]S(C(F)(F)F)(=O)=O)=O)(F)F.C[N+]1(CCCC1)CCCC,3.01,104,104
CCCC[N+]1(CCCC1)C.O=S(=O)([N-]S(C(F)(F)F)(=O)=O)C(F)(F)F,3.01,104,104
[N+]1(CCCC)(CCCC1)C.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.01,104,104
C(S(=O)([N-]S(=O)(=O)C(F)(F)F)=O)(F)(F)F.C1C[N+](CCCC)(CC1)C,3.01,104,104
CCCC[N+]1(C)CCCC1.[Br-],3.77,105,105
C1CC[N+](C)(C1)CCCC.[Br-],3.77,105,105
CCCC[N+]1(CCCC1)C.[Br-],3.77,105,105
[Br-].[N+]1(CCCC)(CCCC1)C,3.77,105,105
C1CC[N+](C)(CCCC)C1.[Br-],3.77,105,105
[Br-].[N+]1(C)(CCCC1)CCCC,3.77,105,105
C(C[N+]1(CCCC1)C)CC.[Br-],3.77,105,105
[Br-].[N+]1(CCCC)(C)CCCC1,3.77,105,105
C([N+]1(C)CCCC1)CCC.[Br-],3.77,105,105
C[N+]1(CCCC)CCCC1.[Br-],3.77,105,105
CCCC[N+]1(C)CCCC1.[Cl-],4.6,106,106
C1[N+](CCC1)(C)CCCC.[Cl-],4.6,106,106
C1CCC[N+]1(CCCC)C.[Cl-],4.6,106,106
CCCC[N+]1(C)CCCC1.[Cl-],4.6,106,106
C(CCC)[N+]1(C)CCCC1.[Cl-],4.6,106,106
C1CCC[N+]1(C)CCCC.[Cl-],4.6,106,106
C(C[N+]1(C)CCCC1)CC.[Cl-],4.6,106,106
C(CC[N+]1(C)CCCC1)C.[Cl-],4.6,106,106
C1CC[N+](C1)(C)CCCC.[Cl-],4.6,106,106
C([N+]1(CCCC1)C)CCC.[Cl-],4.6,106,106
CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.41,107,107
C1CCC[N+](C)(C1)CCCC.S(=O)(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.41,107,107
C1C[N+](CCCC)(CCC1)C.O=S(C(F)(F)F)([N-]S(=O)(=O)C(F)(F)F)=O,3.41,107,107
C(C)CC[N+]1(C)CCCCC1.FC(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)(F)F,3.41,107,107
C1CCCC[N+]1(C)CCCC.[N-](S(=O)(C(F)(F)F)=O)S(C(F)(F)F)(=O)=O,3.41,107,107
C(C)CC[N+]1(CCCCC1)C.FC(F)(S(=O)(=O)[N-]S(=O)(C(F)(F)F)=O)F,3.41,107,107
C1CCCC[N+]1(CCCC)C.FC(F)(F)S(=O)([N-]S(=O)(=O)C(F)(F)F)=O,3.41,107,107
C1CCCC[N+]1(CCCC)C.O=S([N-]S(=O)(=O)C(F)(F)F)(=O)C(F)(F)F,3.41,107,107
C1CC[N+](CC1)(CCCC)C.FC(F)(S(=O)([N-]S(C(F)(F)F)(=O)=O)=O)F,3.41,107,107
C1CCCC[N+]1(CCCC)C.FC(F)(S(=O)(=O)[N-]S(C(F)(F)F)(=O)=O)F,3.41,107,107
CCCC[N+]1(C)CCCCC1.[Br-],4.03,108,108
C1CCCC[N+]1(C)CCCC.[Br-],4.03,108,108
C1CCC[N+](C1)(CCCC)C.[Br-],4.03,108,108
C(CC[N+]1(CCCCC1)C)C.[Br-],4.03,108,108
C1C[N+](CCCC)(CCC1)C.[Br-],4.03,108,108
C(CC[N+]1(C)CCCCC1)C.[Br-],4.03,108,108
C([N+]1(C)CCCCC1)CCC.[Br-],4.03,108,108
CCCC[N+]1(CCCCC1)C.[Br-],4.03,108,108
C1CCCC[N+]1(C)CCCC.[Br-],4.03,108,108
C1CCC[N+](C1)(C)CCCC.[Br-],4.03,108,108
CCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.43,109,109
C1[N+](CCCC)(C)CCOC1.O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O,3.43,109,109
FC(F)(F)S(=O)([N-]S(=O)(C(F)(F)F)=O)=O.[N+]1(CCOCC1)(CCCC)C,3.43,109,109
C(F)(F)(F)S(=O)([N-]S(=O)(=O)C(F)(F)F)=O.CCCC[N+]1(C)CCOCC1,3.43,109,109
CCCC[N+]1(C)CCOCC1.S(=O)([N-]S(C(F)(F)F)(=O)=O)(C(F)(F)F)=O,3.43,109,109
C(F)(F)(S(=O)(=O)[N-]S(=O)(C(F)(F)F)=O)F.C1COCC[N+]1(CCCC)C,3.43,109,109
C([N+]1(CCOCC1)C)CCC.O=S([N-]S(=O)(=O)C(F)(F)F)(C(F)(F)F)=O,3.43,109,109
CCCC[N+]1(C)CCOCC1.FC(F)(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)F,3.43,109,109
C(CC)C[N+]1(CCOCC1)C.C(F)(S(=O)([N-]S(C(F)(F)F)(=O)=O)=O)(F)F,3.43,109,109
C(S(=O)(=O)[N-]S(C(F)(F)F)(=O)=O)(F)(F)F.CCCC[N+]1(CCOCC1)C,3.43,109,109
CCCC[N+]1(C)CCOCC1.[Br-],4.6,110,110
C1OCC[N+](CCCC)(C1)C.[Br-],4.6,110,110
C(CC[N+]1(C)CCOCC1)C.[Br-],4.6,110,110
C[N+]1(CCOCC1)CCCC.[Br-],4.6,110,110
C[N+]1(CCCC)CCOCC1.[Br-],4.6,110,110
C1C[N+](C)(CCO1)CCCC.[Br-],4.6,110,110
C(CCC)[N+]1(CCOCC1)C.[Br-],4.6,110,110
C(CC[N+]1(C)CCOCC1)C.[Br-],4.6,110,110
C1OCC[N+](CCCC)(C)C1.[Br-],4.6,110,110
C1OCC[N+](C1)(CCCC)C.[Br-],4.6,110,110
CCCC[P+](CCCC)(CCCC)CCCC.[Br-],1.66,111,111
CCCC[P+](CCCC)(CCCC)CCCC.[Br-],1.66,111,111
CCCC[P+](CCCC)(CCCC)CCCC.[Br-],1.66,111,111
C([P+](CCCC)(CCCC)CCCC)CCC.[Br-],1.66,111,111
C(C)CC[P+](CCCC)(CCCC)CCCC.[Br-],1.66,111,111
C(C)CC[P+](CCCC)(CCCC)CCCC.[Br-],1.66,111,111
C(C[P+](CCCC)(CCCC)CCCC)CC.[Br-],1.66,111,111
CCCC[P+](CCCC)(CCCC)CCCC.[Br-],1.66,111,111
C(C[P+](CCCC)(CCCC)CCCC)CC.[Br-],1.66,111,111
C(CC[P+](CCCC)(CCCC)CCCC)C.[Br-],1.66,111,111
CCCC[P+](CCCC)(CCCC)CCCC.c1ccc2c(c1)O[B-]1(O2)Oc2ccccc2O1,1.32,112,112
C(C[P+](CCCC)(CCCC)CCCC)CC.O1c2c(cccc2)O[B-]21Oc1c(cccc1)O2,1.32,112,112
C(CCC)[P+](CCCC)(CCCC)CCCC.c1ccc2O[B-]3(Oc4ccccc4O3)Oc2c1,1.32,112,112
CCCC[P+](CCCC)(CCCC)CCCC.c1c2c(O[B-]3(O2)Oc2c(cccc2)O3)ccc1,1.32,112,112
C(CCC)[P+](CCCC)(CCCC)CCCC.[B-]12(Oc3ccccc3O1)Oc1c(O2)cccc1,1.32,112,112
C(CC[P+](CCCC)(CCCC)CCCC)C.c1cccc2O[B-]3(Oc12)Oc1ccccc1O3,1.32,112,112
CCCC[P+](CCCC)(CCCC)CCCC.[B-]12(Oc3c(cccc3)O2)Oc2ccccc2O1,1.32,112,112
CCCC[P+](CCCC)(CCCC)CCCC.O1[B-]2(Oc3ccccc3O2)Oc2c1cccc2,1.32,112,112
C(CC[P+](CCCC)(CCCC)CCCC)C.c12ccccc1O[B-]1(O2)Oc2c(cccc2)O1,1.32,112,112
C(CC)C[P+](CCCC)(CCCC)CCCC.c12O[B-]3(Oc1cccc2)Oc1c(cccc1)O3,1.32,112,112
CCCC[n+]1cc(C)cc(C)c1.F[B-](F)(F)F,3.26,113,113
F[B-](F)(F)F.c1[n+](cc(C)cc1C)CCCC,3.26,113,113
[B-](F)(F)(F)F.c1c(cc(c[n+]1CCCC)C)C,3.26,113,113
F[B-](F)(F)F.c1(C)cc(c[n+](CCCC)c1)C,3.26,113,113
F[B-](F)(F)F.c1(c[n+](cc(c1)C)CCCC)C,3.26,113,113
Cc1cc(C)c[n+](CCCC)c1.F[B-](F)(F)F,3.26,113,113
F[B-](F)(F)F.c1c(C)c[n+](CCCC)cc1C,3.26,113,113
F[B-](F)(F)F.c1(C)cc(C)c[n+](CCCC)c1,3.26,113,113
C(C)CC[n+]1cc(C)cc(c1)C.F[B-](F)(F)F,3.26,113,113
C(C[n+]1cc(C)cc(c1)C)CC.F[B-](F)(F)F,3.26,113,113
CCCC[n+]1cc(C)cc(C)c1.[Cl-],3.42,114,114
[Cl-].c1c(c[n+](cc1C)CCCC)C,3.42,114,114
C(C[n+]1cc(C)cc(C)c1)CC.[Cl-],3.42,114,114
[Cl-].c1(C)c[n+](CCCC)cc(C)c1,3.42,114,114
[Cl-].[n+]1(cc(C)cc(c1)C)CCCC,3.42,114,114
[Cl-].c1(C)cc(C)c[n+](CCCC)c1,3.42,114,114
C(C[n+]1cc(C)cc(C)c1)CC.[Cl-],3.42,114,114
[Cl-].c1c(C)c[n+](CCCC)cc1C,3.42,114,114
