IL SMILES,x_CO2,T/K,P/bar,Normalized SMILES,RANDOM,IL,ln(x_CO2)
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.208,333.13,12,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,66,2,-1.570217199
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.242,298.13,11.1,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,67,2,-1.418817553
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.299,298.16,11,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,68,2,-1.207311706
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.301,298.16,11,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,69,2,-1.200645014
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.194,333.13,11,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,70,2,-1.63989712
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.194,333.13,11,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,71,2,-1.63989712
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.24,333.3,10.1,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,72,2,-1.427116356
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.279,298.16,10,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,73,2,-1.276543497
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.179,333.13,9.97,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,74,2,-1.720369473
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.245,298.16,8.5,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,75,2,-1.406497068
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.156,333.13,8.5,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,76,2,-1.857899272
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.21,298.16,6.99,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,77,2,-1.560647748
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.133,333.13,6.99,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,78,2,-2.017406151
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.113,333.13,6.01,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,79,2,-2.18036746
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.188,298.16,6,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,80,2,-1.671313316
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.171,298.16,5.5,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,81,2,-1.766091722
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.106,333.13,5.49,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,82,2,-2.244316185
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.0767,333.13,4.01,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,83,2,-2.567853571
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.128,298.16,4,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,84,2,-2.055725015
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.0821,298.16,2.5,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,85,2,-2.499817263
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.0488,333.13,2.49,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,86,2,-3.020024966
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.0352,333.13,2,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,87,2,-3.346709196
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.074,298.16,2,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,88,2,-2.603690186
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.0342,298.16,0.999,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,89,2,-3.375529635
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.0215,333.13,0.998,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,90,2,-3.839702344
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.0168,298.16,0.5,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,91,2,-4.086376393
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.0106,333.13,0.494,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,92,2,-4.546901278
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.000823,333.13,0.206,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,93,2,-7.102554357
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.0117,298.16,0.198,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,94,2,-4.448166437
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.00354,298.16,0.0987,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,95,2,-5.643628552
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.00195,333.13,0.0947,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,96,2,-6.239925906
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.00277,298.16,0.073,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,97,2,-5.888907959
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.00235,333.13,0.0693,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,98,2,-6.053339951
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.0016,298.16,0.0476,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,99,2,-6.43775165
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.000774,333.13,0.0426,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,100,2,-7.163938684
FC(CC[N+]1=CN(C=C1)C)(C(C(C(F)(F)F)(F)F)(F)F)F.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.000243,298.16,0.0157,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,101,2,-8.322449115
C(CCC)[N+]1=CN(C=C1)C.[C-](S(=O)(=O)C(F)(F)F)(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,0.774,313.3,114.27,CCCC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,102,3,-0.256183405
C(CCC)[N+]1=CN(C=C1)C.[C-](S(=O)(=O)C(F)(F)F)(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,0.7401,333.3,111.16,CCCC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,103,3,-0.300969967
C(CCC)[N+]1=CN(C=C1)C.[C-](S(=O)(=O)C(F)(F)F)(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,0.7067,333.3,99.01,CCCC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,104,3,-0.347149031
C(CCC)[N+]1=CN(C=C1)C.[C-](S(=O)(=O)C(F)(F)F)(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,0.7652,313.2,98.26,CCCC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,105,3,-0.267618041
C(CCC)[N+]1=CN(C=C1)C.[C-](S(=O)(=O)C(F)(F)F)(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,0.6702,333.3,83.8,CCCC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,106,3,-0.400179104
C(CCC)[N+]1=CN(C=C1)C.[C-](S(=O)(=O)C(F)(F)F)(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,0.7379,313.2,83.66,CCCC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,107,3,-0.303946965
C(CCC)[N+]1=CN(C=C1)C.[C-](S(=O)(=O)C(F)(F)F)(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,0.624,333.3,70.47,CCCC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,108,3,-0.471604911
C(CCC)[N+]1=CN(C=C1)C.[C-](S(=O)(=O)C(F)(F)F)(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,0.6946,313.2,70.29,CCCC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,109,3,-0.364419139
C(CCC)[N+]1=CN(C=C1)C.[C-](S(=O)(=O)C(F)(F)F)(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,0.741,298.3,61.73,CCCC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,110,3,-0.299754654
C(CCC)[N+]1=CN(C=C1)C.[C-](S(=O)(=O)C(F)(F)F)(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,0.5706,333.3,58.12,CCCC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,111,3,-0.56106684
C(CCC)[N+]1=CN(C=C1)C.[C-](S(=O)(=O)C(F)(F)F)(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,0.6387,313.2,57.58,CCCC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,112,3,-0.448320418
C(CCC)[N+]1=CN(C=C1)C.[C-](S(=O)(=O)C(F)(F)F)(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,0.5015,333.3,46.49,CCCC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,113,3,-0.690151672
C(CCC)[N+]1=CN(C=C1)C.[C-](S(=O)(=O)C(F)(F)F)(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,0.5648,313.2,44.62,CCCC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,114,3,-0.571283593
C(CCC)[N+]1=CN(C=C1)C.[C-](S(=O)(=O)C(F)(F)F)(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,0.6485,298.2,41.98,CCCC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,115,3,-0.433093275
C(CCC)[N+]1=CN(C=C1)C.[C-](S(=O)(=O)C(F)(F)F)(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,0.4828,313.2,32.76,CCCC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,116,3,-0.72815279
C(CCC)[N+]1=CN(C=C1)C.[C-](S(=O)(=O)C(F)(F)F)(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,0.4106,333.3,32.32,CCCC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,117,3,-0.890135774
C(CCC)[N+]1=CN(C=C1)C.[C-](S(=O)(=O)C(F)(F)F)(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,0.5665,298.2,31.36,CCCC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,118,3,-0.568278199
C(CCC)[N+]1=CN(C=C1)C.[C-](S(=O)(=O)C(F)(F)F)(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,0.4844,298.2,20.72,CCCC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,119,3,-0.724844267
C(CCC)[N+]1=CN(C=C1)C.[C-](S(=O)(=O)C(F)(F)F)(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,0.3153,313.2,18.75,CCCC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,120,3,-1.154230712
C(CCC)[N+]1=CN(C=C1)C.[C-](S(=O)(=O)C(F)(F)F)(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,0.277,333.3,17.12,CCCC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,121,3,-1.283737773
C(CCC)[N+]1=CN(C=C1)C.[C-](S(=O)(=O)C(F)(F)F)(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,0.3672,298.2,12.58,CCCC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,122,3,-1.00184862
C(CCCCC)[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.833,323.2,201.7,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,123,4,-0.182721637
C(CCCCC)[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.848,313.2,199.3,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,124,4,-0.164874643
C(CCCCC)[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.829,323.2,153.4,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,125,4,-0.187535124
C(CCCCC)[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.845,313.2,152.3,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,126,4,-0.168418652
C(CCCCC)[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.802,323.2,101.8,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,127,4,-0.220646671
C(CCCCC)[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.82,313.2,101.5,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,128,4,-0.198450939
C(CCCCC)[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.761,323.2,88.3,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,129,4,-0.273121921
C(CCCCC)[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.815,313.2,80.9,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,130,4,-0.204567166
C(CCCCC)[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.8258,373.65,222,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,131,4,-0.191402666
C(CCCCC)[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.8258,363.45,203.6,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,132,4,-0.191402666
C(CCCCC)[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.8258,355.25,186.4,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,133,4,-0.191402666
C(CCCCC)[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.7928,373.95,166.2,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,134,4,-0.232184296
C(CCCCC)[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.8258,344.05,166,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,135,4,-0.191402666
C(CCCCC)[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.7928,364.95,153.6,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,136,4,-0.232184296
C(CCCCC)[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.8258,334.15,147.2,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,137,4,-0.191402666
C(CCCCC)[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.7928,354.55,138.7,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,138,4,-0.232184296
C(CCCCC)[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.7611,373.55,132,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,139,4,-0.272990524
C(CCCCC)[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,0.7928,345.05,125,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,140,4,-0.232184296
