,Normalized SMILES,T/K,P,Mole,Index,P/bar,ln(x_CO2)
6474,CCCC[n+]1ccn(C)c1.CC(C)C(=O)[O-],298.1,699.8,0.299,95,6.998,0.299
6475,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,318,3495.4,0.299,0,34.954,0.299
6476,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.1,2000,0.299,18,20,0.299
6477,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,363.37,5430,0.299,81,54.3,0.299
6478,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,358.65,5090,0.299,81,50.9,0.299
6479,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,353.48,4790,0.299,81,47.9,0.299
6480,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,348.46,4560,0.299,81,45.6,0.299
6481,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,343.63,4170,0.299,81,41.7,0.299
6482,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,338.43,3860,0.299,81,38.6,0.299
6483,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,333.36,3600,0.299,81,36,0.299
6484,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,328.44,3310,0.299,81,33.1,0.299
6485,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,323.41,3060,0.299,81,30.6,0.299
6486,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,318.39,2800,0.299,81,28,0.299
6487,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,313.36,2570,0.299,81,25.7,0.299
6488,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,308.35,2340,0.299,81,23.4,0.299
6489,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,303.34,2130,0.299,81,21.3,0.299
6490,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,367.81,6180,0.299,102,61.8,0.299
6491,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,363.33,5840,0.299,102,58.4,0.299
6492,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,357.27,5420,0.299,102,54.2,0.299
6493,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,351.75,5050,0.299,102,50.5,0.299
6494,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,347.21,4740,0.299,102,47.4,0.299
6495,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,342.41,4400,0.299,102,44,0.299
6496,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,337.39,4090,0.299,102,40.9,0.299
6497,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,332.64,3820,0.299,102,38.2,0.299
6498,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,328.04,3520,0.299,102,35.2,0.299
6499,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,327.96,3490,0.299,102,34.9,0.299
6500,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,323.29,3230,0.299,102,32.3,0.299
6501,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,318.4,2960,0.299,102,29.6,0.299
6502,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,313.48,2690,0.299,102,26.9,0.299
6503,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,308.66,2460,0.299,102,24.6,0.299
6504,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,302.37,2170,0.299,102,21.7,0.299
6505,Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.16,1100,0.299,145,11,0.299
6506,COCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,343.15,5185,0.29882063,138,51.85,0.29882063
6507,COCC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,298.15,1892,0.2984,137,18.92,0.2984
6508,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,323.2,4279,0.298314936,41,42.79,0.298314936
6509,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,313.15,2530,0.2982,41,25.3,0.2982
6510,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,293.1,1141.7,0.298180876,14,11.417,0.298180876
6511,CC(=O)[O-].CC[n+]1ccn(C)c1,348.2,1499.7,0.298,10,14.997,0.298
6512,CC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],333.15,4562,0.298,39,45.62,0.298
6513,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.15,1269,0.298,56,12.69,0.298
6514,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.23,2790,0.298,106,27.9,0.298
6515,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.3,1537,0.298,13,15.37,0.298
6516,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.3,1537,0.298,13,15.37,0.298
6517,CC[n+]1ccn(C)c1.F[B-](F)(F)F,313.15,3994,0.298,74,39.94,0.298
6518,CC[n+]1ccn(C)c1.F[B-](F)(F)F,313.15,3994,0.298,74,39.94,0.298
6519,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.23,2790,0.298,106,27.9,0.298
6520,CCCC[n+]1ccccc1.F[B-](F)(F)F,333.15,4285,0.298,50,42.85,0.298
6521,COCCOCC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,298.15,1692,0.2976,144,16.92,0.2976
6522,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,1465,0.2975,18,14.65,0.2975
6523,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,1465,0.2975,18,14.65,0.2975
6524,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,1500,0.2974,2,15,0.2974
6525,CCCCCCCC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,308.15,1892,0.2972,4,18.92,0.2972
6526,CCCCCCCC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,308.15,1892,0.2972,4,18.92,0.2972
6527,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,1192,0.2972,13,11.92,0.2972
6528,CC(=O)[O-].CC[n+]1ccn(C)c1,338.2,700,0.297,10,7,0.297
6529,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,2515,0.297,13,25.15,0.297
6530,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,1465,0.297,18,14.65,0.297
6531,CCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,323.15,2878,0.297,27,28.78,0.297
6532,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,323.15,1618.5,0.2961,21,16.185,0.2961
6533,COCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,1992,0.2961,139,19.92,0.2961
6534,CCC[N+](C)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,1500,0.296,33,15,0.296
6535,CCCCCCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,1715,0.296,69,17.15,0.296
6536,CCCCN1C=C[NH+](C)C1.CCC(=O)[O-],298.1,699.9,0.296,94,6.999,0.296
6537,CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,2258.2,0.296,210,22.582,0.296
6538,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,1300,0.296,2,13,0.296
6539,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,1300,0.296,2,13,0.296
6540,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,1300,0.296,2,13,0.296
6541,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,1300,0.296,2,13,0.296
6542,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,323.15,1618.5,0.296,21,16.185,0.296
6543,CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,373.15,4580,0.296,134,45.8,0.296
6544,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,283.15,1100,0.296,14,11,0.296
6545,CCC[N+](C)(C)CC.O=S(=O)(F)[N-]S(=O)(=O)F,298.15,1500,0.296,184,15,0.296
6546,CC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,373.15,5100,0.296,153,51,0.296
6547,CC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,363.15,4560,0.296,153,45.6,0.296
6548,CC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,353.15,3960,0.296,153,39.6,0.296
6549,CC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,343.15,3470,0.296,153,34.7,0.296
6550,CC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,333.15,3060,0.296,153,30.6,0.296
6551,CC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,323.15,2550,0.296,153,25.5,0.296
6552,CC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,313.15,2100,0.296,153,21,0.296
6553,CC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,303.15,1660,0.296,153,16.6,0.296
6554,CCCC[n+]1ccn(C)c1.N#C[S-],383.15,10400,0.296,125,104,0.296
6555,CCCC[n+]1ccn(C)c1.N#C[S-],372.55,9600,0.296,125,96,0.296
6556,CCCC[n+]1ccn(C)c1.N#C[S-],362.45,8800,0.296,125,88,0.296
6557,CCCC[n+]1ccn(C)c1.N#C[S-],353.15,7800,0.296,125,78,0.296
6558,CCCC[n+]1ccn(C)c1.N#C[S-],343.45,7100,0.296,125,71,0.296
6559,CCCC[n+]1ccn(C)c1.N#C[S-],333.55,6400,0.296,125,64,0.296
6560,CCCC[n+]1ccn(C)c1.N#C[S-],323.65,5800,0.296,125,58,0.296
6561,CCCC[n+]1ccn(C)c1.N#C[S-],313.15,5250,0.296,125,52.5,0.296
6562,CCCC[n+]1ccn(C)c1.N#C[S-],303.35,4800,0.296,125,48,0.296
6563,CCCC[n+]1ccn(C)c1.N#C[S-],293.35,4350,0.296,125,43.5,0.296
6564,CC(=O)[O-].CC[n+]1ccn(C)c1,358.2,1197,0.295,10,11.97,0.295
6565,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,283.15,1500.06,0.295,9,15.0006,0.295
6566,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,283.15,1500.06,0.295,9,15.0006,0.295
6567,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,323.2,3850,0.2949,126,38.5,0.2949
6568,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,318.2,3770,0.2949,126,37.7,0.2949
6569,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,313.2,3290,0.2949,126,32.9,0.2949
6570,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,308.2,3000,0.2949,126,30,0.2949
6571,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,303.2,2761,0.2949,126,27.61,0.2949
6572,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,298.2,2300,0.2949,126,23,0.2949
6573,CC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],323.2,4359,0.294769087,157,43.59,0.294769087
6574,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,353.15,4303,0.2942,41,43.03,0.2942
6575,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],342.75,7200,0.2941,121,72,0.2941
6576,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],332.75,6050,0.2941,121,60.5,0.2941
6577,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],323.05,5050,0.2941,121,50.5,0.2941
6578,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],312.95,4100,0.2941,121,41,0.2941
6579,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],302.75,3250,0.2941,121,32.5,0.2941
6580,CC(=O)[O-].CC[n+]1ccn(C)c1,348.1,1299.6,0.294,10,12.996,0.294
6581,CC[n+]1ccn(C)c1.CCOP(=O)([O-])OCC,348.17,5772,0.294,22,57.72,0.294
6582,CCCC[n+]1ccn(C)c1.CC(=O)[O-],348.1,1499.7,0.294,38,14.997,0.294
6583,CCCC[n+]1ccn(C)c1.CC(=O)[O-],328.15,935.4,0.294,38,9.354,0.294
6584,C[NH+](C)C=O.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,2837,0.294,40,28.37,0.294
6585,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,298,1143,0.294,61,11.43,0.294
6586,CCCCCCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,1488,0.294,69,14.88,0.294
6587,CCCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,1460,0.294,70,14.6,0.294
6588,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],373.15,10800,0.294,192,108,0.294
6589,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],363.15,9440,0.294,192,94.4,0.294
6590,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],353.15,8380,0.294,192,83.8,0.294
6591,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],343.15,7340,0.294,192,73.4,0.294
6592,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],333.15,6240,0.294,192,62.4,0.294
6593,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],323.15,5220,0.294,192,52.2,0.294
6594,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],313.15,4220,0.294,192,42.2,0.294
6595,CCCCCCCC[n+]1ccn(C)c1.N#C[S-],303.15,3390,0.294,192,33.9,0.294
6596,COCCOCC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,308.15,1992,0.2938,144,19.92,0.2938
6597,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,312.45,3630,0.293723861,9,36.3,0.293723861
6598,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,1700.1,0.2937,45,17.001,0.2937
6599,CC[NH+]1C=CN(C)C1.N#CC(=C=[N-])C#N,298.15,1992,0.2935,8,19.92,0.2935
6600,CC(=O)[O-].CC[n+]1ccn(C)c1,323.1,2000,0.2935,10,20,0.2935
6601,CC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,298.15,1992,0.2935,153,19.92,0.2935
6602,CCCCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],333.15,3631,0.293054416,191,36.31,0.293054416
6603,CC(=O)[O-].CC[n+]1ccn(C)c1,318.2,499,0.293,10,4.99,0.293
6604,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,313.15,1710,0.293,16,17.1,0.293
6605,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,308.15,1500,0.293,2,15,0.293
6606,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.17,1200,0.293,13,12,0.293
6607,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,338.15,2537,0.293,15,25.37,0.293
6608,CCCCCC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,308.15,1993,0.2929,7,19.93,0.2929
6609,CCCCCC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,308.15,1993,0.2929,7,19.93,0.2929
6610,Cn1cc[n+](C)c1.CS(=O)(=O)[O-],362.85,25200,0.2929,178,252,0.2929
6611,Cn1cc[n+](C)c1.CS(=O)(=O)[O-],353.55,22450,0.2929,178,224.5,0.2929
6612,Cn1cc[n+](C)c1.CS(=O)(=O)[O-],343.45,19400,0.2929,178,194,0.2929
6613,Cn1cc[n+](C)c1.CS(=O)(=O)[O-],333.15,15700,0.2929,178,157,0.2929
6614,CCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,258.2,440,0.292709899,27,4.4,0.292709899
6615,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,453.15,7483,0.2926,2,74.83,0.2926
6616,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,449.36,7325,0.2926,2,73.25,0.2926
6617,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,439.6,6900,0.2926,2,69,0.2926
6618,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,433.15,6617,0.2926,2,66.17,0.2926
6619,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,429.87,6475,0.2926,2,64.75,0.2926
6620,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,420.21,6035,0.2926,2,60.35,0.2926
6621,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,413.15,5724,0.2926,2,57.24,0.2926
6622,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,410.37,5600,0.2926,2,56,0.2926
6623,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,400.62,5150,0.2926,2,51.5,0.2926
6624,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,393.15,4829,0.2926,2,48.29,0.2926
6625,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,390.88,4729,0.2926,2,47.29,0.2926
6626,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,381.22,4304,0.2926,2,43.04,0.2926
6627,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,373.15,3957,0.2926,2,39.57,0.2926
6628,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,371.56,3900,0.2926,2,39,0.2926
6629,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,361.77,3500,0.2926,2,35,0.2926
6630,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.15,3132,0.2926,2,31.32,0.2926
6631,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,352.1,3105,0.2926,2,31.05,0.2926
6632,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,342.55,2700,0.2926,2,27,0.2926
6633,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,333.15,2379,0.2926,2,23.79,0.2926
6634,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,332.75,2350,0.2926,2,23.5,0.2926
6635,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.08,2024,0.2926,2,20.24,0.2926
6636,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.58,1724,0.2926,2,17.24,0.2926
6637,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,1723,0.2926,2,17.23,0.2926
6638,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,393.15,3500,0.2924,2,35,0.2924
6639,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.3,1833,0.2924,44,18.33,0.2924
6640,CCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,1699.9,0.2921,30,16.999,0.2921
6641,CC(=O)[O-].CC[n+]1ccn(C)c1,298.2,200,0.292,10,2,0.292
6642,CC(=O)[O-].CC[n+]1ccn(C)c1,318.2,299,0.292,10,2.99,0.292
6643,CC(=O)[O-].CC[n+]1ccn(C)c1,338.2,598,0.292,10,5.98,0.292
6644,CC(=O)[O-].CC[n+]1ccn(C)c1,358.2,1301,0.292,10,13.01,0.292
6645,CCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,1699.9,0.292,30,16.999,0.292
6646,CCCC[n+]1ccn(C)c1.CC(=O)[O-],323.2,700.3,0.292,38,7.003,0.292
6647,CCCC[n+]1ccn(C)c1.CC(=O)[O-],303.15,281.2,0.292,38,2.812,0.292
6648,CCCCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,1176.9,0.292,211,11.769,0.292
6649,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,1300,0.292,2,13,0.292
6650,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,1300,0.292,2,13,0.292
6651,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,1300,0.292,2,13,0.292
6652,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,1300,0.292,2,13,0.292
6653,CCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,333.15,2843,0.292,27,28.43,0.292
6654,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.3,1833,0.292,44,18.33,0.292
6655,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,338,4495.1,0.2916,0,44.951,0.2916
6656,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,1199.5,0.29152,13,11.995,0.29152
6657,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,413.15,4000,0.2912,2,40,0.2912
6658,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,318,1996,0.2911,11,19.96,0.2911
6659,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.15,1269,0.291,56,12.69,0.291
6660,CCCC[n+]1ccn(C)c1.CC(C)(C)C(=O)[O-],298.1,399.9,0.291,96,3.999,0.291
6661,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,298.05,1999.19,0.291,0,19.9919,0.291
6662,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,298.05,1999.19,0.291,0,19.9919,0.291
6663,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,298.1,1999.2,0.291,0,19.992,0.291
6664,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,373.15,5020,0.291,164,50.2,0.291
6665,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,363.15,4380,0.291,164,43.8,0.291
6666,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,353.15,3850,0.291,164,38.5,0.291
6667,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,343.15,3380,0.291,164,33.8,0.291
6668,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,333.15,2870,0.291,164,28.7,0.291
6669,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,323.15,2350,0.291,164,23.5,0.291
6670,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,313.15,2000,0.291,164,20,0.291
6671,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,303.15,1680,0.291,164,16.8,0.291
6672,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15,3630,0.290757545,2,36.3,0.290757545
6673,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,322.15,4600,0.290325245,9,46,0.290325245
6674,CCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,1700,0.2903,201,17,0.2903
6675,CCCCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,353.15,3920,0.2902,132,39.2,0.2902
6676,CCCCCCC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,308.15,1893,0.2901,6,18.93,0.2901
6677,CCCCCCC[n+]1ccn(C)c1.N#CC(=C=[N-])C#N,308.15,1893,0.2901,6,18.93,0.2901
6678,CC(=O)[O-].CC[n+]1ccn(C)c1,338.2,402,0.29,10,4.02,0.29
6679,CC(=O)[O-].CC[n+]1ccn(C)c1,358.2,1004,0.29,10,10.04,0.29
6680,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,318.14,1800,0.29,12,18,0.29
6681,C[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.16,1000,0.29,26,10,0.29
6682,CCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,313.15,1699.8,0.29,31,16.998,0.29
6683,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],299.6,2470,0.29,75,24.7,0.29
