Td/K,IL,Normalized SMILES
593,30,F[P-](F)(F)(F)(F)F.c1cc(cc(C[N+]2(CCCC2)C)c1)F
593,30,F[P-](F)(F)(F)(F)F.c1c(cccc1C[N+]1(CCCC1)C)F
593,30,F[P-](F)(F)(F)(F)F.c1ccc(cc1C[N+]1(CCCC1)C)F
593,30,C([N+]1(CCCC1)C)c1cccc(c1)F.[P-](F)(F)(F)(F)(F)F
593,30,F[P-](F)(F)(F)(F)F.Fc1cccc(C[N+]2(C)CCCC2)c1
373,31,NC([NH3+])=O.O=P([O-])(O)O
373,31,O=C([NH3+])N.O=P(O)([O-])O
373,31,OP([O-])(=O)O.[NH3+]C(N)=O
373,31,NC(=O)[NH3+].O=P(O)(O)[O-]
373,31,O=C(N)[NH3+].[O-]P(O)(=O)O
373,31,P([O-])(O)(O)=O.[NH3+]C(N)=O
373,31,P(=O)(O)(O)[O-].[NH3+]C(N)=O
373,31,C(=O)(N)[NH3+].O=P(O)([O-])O
373,31,O=C([NH3+])N.OP(=O)(O)[O-]
373,31,O=C(N)[NH3+].O=P(O)(O)[O-]
374,32,CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)[NH2+]C(C)C
374,32,FC(C(C(F)(C([CH-]C(C(C)(C)C)=O)=O)F)(F)F)(F)F.[NH2+](C(C)C)C(C)C
374,32,CC(C)[NH2+]C(C)C.O=C(C(C)(C)C)[CH-]C(C(F)(F)C(F)(C(F)(F)F)F)=O
374,32,C([NH2+]C(C)C)(C)C.FC(C(F)(F)F)(F)C(F)(C([CH-]C(C(C)(C)C)=O)=O)F
374,32,C(C)(C)[NH2+]C(C)C.[CH-](C(C(C)(C)C)=O)C(=O)C(F)(C(C(F)(F)F)(F)F)F
374,32,CC(C)[NH2+]C(C)C.[CH-](C(=O)C(C(F)(F)C(F)(F)F)(F)F)C(=O)C(C)(C)C
374,32,CC(C)(C)C([CH-]C(C(F)(F)C(F)(C(F)(F)F)F)=O)=O.CC([NH2+]C(C)C)C
374,32,FC(C(F)(F)F)(C(F)(F)C([CH-]C(C(C)(C)C)=O)=O)F.[NH2+](C(C)C)C(C)C
374,32,CC(C)[NH2+]C(C)C.FC(F)(C(C(F)(F)F)(F)F)C([CH-]C(=O)C(C)(C)C)=O
374,32,CC(C)[NH2+]C(C)C.O=C(C(F)(F)C(F)(C(F)(F)F)F)[CH-]C(C(C)(C)C)=O
378,33,CCCC(=O)[O-].[NH3+]CCO
378,33,C(=O)([O-])CCC.C(C[NH3+])O
378,33,C(CC)C(=O)[O-].C(CO)[NH3+]
378,33,C(CO)[NH3+].O=C(CCC)[O-]
378,33,C(CO)[NH3+].[O-]C(=O)CCC
378,33,C(CC([O-])=O)C.C(O)C[NH3+]
378,33,C(C[NH3+])O.[O-]C(=O)CCC
378,33,C(C(=O)[O-])CC.OCC[NH3+]
378,33,C([O-])(CCC)=O.OCC[NH3+]
378,33,C(CC)C([O-])=O.C([NH3+])CO
378,34,N#CC[n+]1cn(N)cn1.N#C[N-]C#N
378,34,C([N-]C#N)#N.n1[n+](CC#N)cn(c1)N
378,34,C(#N)[N-]C#N.c1n(cn[n+]1CC#N)N
378,34,C(#N)C[n+]1cn(cn1)N.N#C[N-]C#N
378,34,C([N-]C#N)#N.c1[n+](CC#N)ncn1N
378,34,C(#N)C[n+]1ncn(N)c1.N#C[N-]C#N
378,34,C(C#N)[n+]1cn(cn1)N.C([N-]C#N)#N
378,34,N#C[N-]C#N.n1[n+](CC#N)cn(N)c1
378,34,C(#N)[N-]C#N.C(C[n+]1cn(N)cn1)#N
378,34,N#CC[n+]1cn(N)cn1.N#C[N-]C#N
379.3,35,CCC[NH2+]CCO.COc1cc(C=CC(=O)[O-])ccc1O
379.3,35,C(CO)[NH2+]CCC.O=C(C=Cc1cc(OC)c(O)cc1)[O-]
379.3,35,C([NH2+]CCC)CO.Oc1c(cc(C=CC([O-])=O)cc1)OC
379.3,35,OCC[NH2+]CCC.Oc1c(OC)cc(cc1)C=CC(=O)[O-]
379.3,35,CCC[NH2+]CCO.O(C)c1cc(C=CC([O-])=O)ccc1O
379.3,35,C(O)C[NH2+]CCC.COc1c(ccc(c1)C=CC(=O)[O-])O
379.3,35,C(C([O-])=O)=Cc1cc(OC)c(cc1)O.OCC[NH2+]CCC
379.3,35,[NH2+](CCO)CCC.c1(cc(OC)c(cc1)O)C=CC(=O)[O-]
379.3,35,C(CC)[NH2+]CCO.c1c(OC)c(ccc1C=CC(=O)[O-])O
379.3,35,CCC[NH2+]CCO.[O-]C(C=Cc1cc(OC)c(cc1)O)=O
379.8,36,COc1cc(C=CC(=O)[O-])ccc1O.C[NH2+]CCO
379.8,36,C([O-])(=O)C=Cc1cc(OC)c(O)cc1.C[NH2+]CCO
379.8,36,O(c1c(O)ccc(C=CC(=O)[O-])c1)C.OCC[NH2+]C
379.8,36,C[NH2+]CCO.c1(ccc(C=CC([O-])=O)cc1OC)O
379.8,36,C(CO)[NH2+]C.c1c(c(cc(c1)C=CC([O-])=O)OC)O
379.8,36,C(C[NH2+]C)O.O(c1c(ccc(C=CC([O-])=O)c1)O)C
379.8,36,Oc1ccc(C=CC([O-])=O)cc1OC.[NH2+](CCO)C
379.8,36,C[NH2+]CCO.c1c(c(cc(C=CC(=O)[O-])c1)OC)O
379.8,36,C[NH2+]CCO.O=C(C=Cc1ccc(c(c1)OC)O)[O-]
379.8,36,C(C[NH2+]C)O.O=C(C=Cc1ccc(O)c(c1)OC)[O-]
380,37,C[N+](C)(C)CCOC1OC(CO)C(O)C(O)C1O.N=C(N)NCCCC(N)C(=O)[O-]
380,37,OC1C(OC(C(O)C1O)OCC[N+](C)(C)C)CO.[O-]C(=O)C(N)CCCNC(N)=N
380,37,C(O)C1C(O)C(C(O)C(OCC[N+](C)(C)C)O1)O.N=C(N)NCCCC(N)C(=O)[O-]
380,37,C(NC(=N)N)CCC(N)C([O-])=O.C1(OCC[N+](C)(C)C)OC(CO)C(C(O)C1O)O
380,37,C1(C(O)C(OC(C1O)OCC[N+](C)(C)C)CO)O.N(C(N)=N)CCCC(N)C(=O)[O-]
380,37,C(C(N)C(=O)[O-])CCNC(N)=N.C1(O)C(O)C(OCC[N+](C)(C)C)OC(C1O)CO
380,37,C(C[N+](C)(C)C)OC1OC(CO)C(O)C(C1O)O.C([O-])(=O)C(N)CCCNC(=N)N
380,37,C(C(=O)[O-])(CCCNC(N)=N)N.C1(OC(CO)C(O)C(O)C1O)OCC[N+](C)(C)C
380,37,C([O-])(=O)C(CCCNC(=N)N)N.C1(CO)C(C(O)C(O)C(OCC[N+](C)(C)C)O1)O
380,37,O1C(C(O)C(C(O)C1OCC[N+](C)(C)C)O)CO.[O-]C(C(CCCNC(N)=N)N)=O
383.3,38,C=CCn1cc[n+](CCCC)c1.[BH4-]
383.3,38,[BH4-].[n+]1(cn(CC=C)cc1)CCCC
383.3,38,[BH4-].c1c[n+](cn1CC=C)CCCC
383.3,38,[BH4-].c1n(cc[n+]1CCCC)CC=C
383.3,38,C(C=C)n1c[n+](CCCC)cc1.[BH4-]
383.3,38,C(Cn1c[n+](CCCC)cc1)=C.[BH4-]
383.3,38,C(CC[n+]1ccn(CC=C)c1)C.[BH4-]
383.3,38,C(CCC)[n+]1ccn(CC=C)c1.[BH4-]
383.3,38,[BH4-].[n+]1(ccn(CC=C)c1)CCCC
383.3,38,C(CC)C[n+]1ccn(CC=C)c1.[BH4-]
385,39,CC(=O)[O-].CC[N+](CC)(CC)CCOCCOCCOC
385,39,C(COCCOCC[N+](CC)(CC)CC)OC.[O-]C(C)=O
385,39,CC(=O)[O-].CC[N+](CC)(CCOCCOCCOC)CC
385,39,C(C)(=O)[O-].C(C[N+](CC)(CC)CC)OCCOCCOC
385,39,CC[N+](CC)(CC)CCOCCOCCOC.O=C([O-])C
385,39,CC(=O)[O-].CC[N+](CC)(CCOCCOCCOC)CC
385,39,C(C)[N+](CC)(CCOCCOCCOC)CC.O=C([O-])C
385,39,CC(=O)[O-].O(CCOC)CCOCC[N+](CC)(CC)CC
385,39,C(COCCOCC[N+](CC)(CC)CC)OC.O=C([O-])C
385,39,C(C)[N+](CC)(CCOCCOCCOC)CC.[O-]C(C)=O
385.3,40,CC1CCC(C(C)C)C(OC[n+]2ccccc2)C1.[Cl-]
385.3,40,[Cl-].c1cccc[n+]1COC1CC(C)CCC1C(C)C
385.3,40,CC(C1CCC(CC1OC[n+]1ccccc1)C)C.[Cl-]
385.3,40,C1(OC[n+]2ccccc2)CC(CCC1C(C)C)C.[Cl-]
385.3,40,C1(CCC(C(C)C)C(C1)OC[n+]1ccccc1)C.[Cl-]
385.3,40,[Cl-].c1c[n+](ccc1)COC1CC(C)CCC1C(C)C
385.3,40,C(C)(C)C1C(OC[n+]2ccccc2)CC(CC1)C.[Cl-]
385.3,40,CC(C)C1CCC(CC1OC[n+]1ccccc1)C.[Cl-]
385.3,40,C(C)(C1C(CC(CC1)C)OC[n+]1ccccc1)C.[Cl-]
385.3,40,O(C1C(CCC(C)C1)C(C)C)C[n+]1ccccc1.[Cl-]
386,41,CC(O)C[NH+](CC(C)O)CC(C)O.O=C([O-])c1ccccc1
386,41,CC(O)C[NH+](CC(C)O)CC(O)C.[O-]C(=O)c1ccccc1
386,41,CC(O)C[NH+](CC(C)O)CC(C)O.c1c(C(=O)[O-])cccc1
386,41,C(O)(C[NH+](CC(O)C)CC(C)O)C.[O-]C(c1ccccc1)=O
386,41,C(C[NH+](CC(O)C)CC(C)O)(O)C.[O-]C(=O)c1ccccc1
386,41,[NH+](CC(C)O)(CC(C)O)CC(O)C.c1ccccc1C(=O)[O-]
386,41,C([NH+](CC(O)C)CC(C)O)C(O)C.c1c(cccc1)C(=O)[O-]
386,41,OC(C[NH+](CC(C)O)CC(O)C)C.c1c(C([O-])=O)cccc1
386,41,CC(C[NH+](CC(O)C)CC(O)C)O.c1cc(ccc1)C([O-])=O
386,41,CC(C[NH+](CC(C)O)CC(O)C)O.c1cc(C([O-])=O)ccc1
386.9,42,CCCC[NH2+]CCO.COc1cc(C=CC(=O)[O-])ccc1O
386.9,42,C(CO)[NH2+]CCCC.c1cc(C=CC([O-])=O)cc(OC)c1O
386.9,42,C(C[NH2+]CCO)CC.c1(cc(ccc1O)C=CC([O-])=O)OC
386.9,42,OCC[NH2+]CCCC.c1(O)ccc(cc1OC)C=CC(=O)[O-]
386.9,42,C(CCC)[NH2+]CCO.Oc1c(cc(C=CC([O-])=O)cc1)OC
386.9,42,C([O-])(C=Cc1cc(OC)c(O)cc1)=O.OCC[NH2+]CCCC
386.9,42,C(O)C[NH2+]CCCC.COc1cc(C=CC([O-])=O)ccc1O
386.9,42,C(O)C[NH2+]CCCC.[O-]C(=O)C=Cc1cc(c(cc1)O)OC
386.9,42,CCCC[NH2+]CCO.O(c1c(O)ccc(c1)C=CC(=O)[O-])C
386.9,42,O=C(C=Cc1ccc(O)c(OC)c1)[O-].[NH2+](CCO)CCCC
387.5,43,CC(O)[NH2+]c1ccccc1.CCC(=O)[O-]
387.5,43,CC([NH2+]c1ccccc1)O.[O-]C(=O)CC
387.5,43,C(CC)([O-])=O.c1cccc([NH2+]C(O)C)c1
387.5,43,C(C([O-])=O)C.c1cccc([NH2+]C(C)O)c1
387.5,43,C(C)C([O-])=O.CC(O)[NH2+]c1ccccc1
387.5,43,[O-]C(=O)CC.c1c(cccc1)[NH2+]C(O)C
387.5,43,C(=O)(CC)[O-].c1c(cccc1)[NH2+]C(C)O
387.5,43,OC(C)[NH2+]c1ccccc1.[O-]C(CC)=O
387.5,43,C(CC)(=O)[O-].c1cccc([NH2+]C(O)C)c1
387.5,43,O=C([O-])CC.c1(ccccc1)[NH2+]C(C)O
388,44,Cn1c[n+](CC#N)cn1.N#C[N-]C#N
388,44,C(#N)[N-]C#N.Cn1c[n+](cn1)CC#N
388,44,Cn1nc[n+](CC#N)c1.[N-](C#N)C#N
388,44,N#C[N-]C#N.c1[n+](CC#N)cnn1C
388,44,N#C[N-]C#N.n1(nc[n+](CC#N)c1)C
388,44,N#CC[n+]1cnn(c1)C.[N-](C#N)C#N
388,44,C(C#N)[n+]1cn(C)nc1.N#C[N-]C#N
388,44,N#C[N-]C#N.n1(C)nc[n+](c1)CC#N
388,44,C([N-]C#N)#N.n1(c[n+](CC#N)cn1)C
388,44,[N-](C#N)C#N.c1nn(C)c[n+]1CC#N
388.7,45,CCCCCCCCn1cc[n+](CCCCCCCC)c1.[BH4-]
388.7,45,C(CC)CCCCCn1c[n+](CCCCCCCC)cc1.[BH4-]
388.7,45,[BH4-].c1cn(c[n+]1CCCCCCCC)CCCCCCCC
388.7,45,C(CCn1c[n+](CCCCCCCC)cc1)CCCCC.[BH4-]
388.7,45,C(CCCCCCC)[n+]1cn(cc1)CCCCCCCC.[BH4-]
388.7,45,C(CCCn1cc[n+](CCCCCCCC)c1)CCCC.[BH4-]
388.7,45,CCCCCCCCn1c[n+](CCCCCCCC)cc1.[BH4-]
388.7,45,C(n1c[n+](cc1)CCCCCCCC)CCCCCCC.[BH4-]
388.7,45,[BH4-].n1(CCCCCCCC)c[n+](CCCCCCCC)cc1
388.7,45,[BH4-].[n+]1(ccn(CCCCCCCC)c1)CCCCCCCC
593,46,Cc1ccc(C[N+]2(C)CCCC2)cc1.F[P-](F)(F)(F)(F)F
593,46,C1C[N+](Cc2ccc(cc2)C)(CC1)C.F[P-](F)(F)(F)(F)F
593,46,C(c1ccc(cc1)C)[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F
593,46,Cc1ccc(C[N+]2(C)CCCC2)cc1.F[P-](F)(F)(F)(F)F
593,46,C1[N+](C)(CCC1)Cc1ccc(C)cc1.F[P-](F)(F)(F)(F)F
593,46,C1C[N+](C)(Cc2ccc(cc2)C)CC1.F[P-](F)(F)(F)(F)F
593,46,C1C[N+](CC1)(C)Cc1ccc(cc1)C.F[P-](F)(F)(F)(F)F
593,46,F[P-](F)(F)(F)(F)F.c1(C)ccc(cc1)C[N+]1(CCCC1)C
593,46,F[P-](F)(F)(F)(F)F.c1cc(ccc1C[N+]1(C)CCCC1)C
593,46,C1C[N+](Cc2ccc(C)cc2)(CC1)C.F[P-](F)(F)(F)(F)F
390,47,COc1cc(C=CC(=O)[O-])ccc1O.C[NH+](C)CCCO
390,47,Oc1c(OC)cc(cc1)C=CC(=O)[O-].[NH+](C)(C)CCCO
390,47,COc1c(O)ccc(c1)C=CC([O-])=O.OCCC[NH+](C)C
390,47,C(=CC([O-])=O)c1cc(c(cc1)O)OC.C([NH+](C)C)CCO
390,47,C(CO)C[NH+](C)C.O(C)c1c(ccc(C=CC(=O)[O-])c1)O
390,47,C[NH+](C)CCCO.O(c1c(ccc(C=CC([O-])=O)c1)O)C
390,47,C[NH+](CCCO)C.c1c(OC)c(ccc1C=CC([O-])=O)O
390,47,[NH+](C)(C)CCCO.c1cc(cc(c1O)OC)C=CC([O-])=O
390,47,C(CC[NH+](C)C)O.[O-]C(C=Cc1ccc(c(OC)c1)O)=O
390,47,C(C=Cc1ccc(O)c(OC)c1)(=O)[O-].[NH+](CCCO)(C)C
391,48,F[B-](F)(F)F.N#[N+]c1ccc(CC(=O)O)cc1
391,48,F[B-](F)(F)F.c1cc(CC(O)=O)ccc1[N+]#N
391,48,[B-](F)(F)(F)F.c1cc([N+]#N)ccc1CC(=O)O
391,48,C(C(=O)O)c1ccc([N+]#N)cc1.F[B-](F)(F)F
391,48,F[B-](F)(F)F.O=C(O)Cc1ccc([N+]#N)cc1
391,48,F[B-](F)(F)F.c1(ccc([N+]#N)cc1)CC(O)=O
391,48,F[B-](F)(F)F.c1cc(CC(O)=O)ccc1[N+]#N
391,48,F[B-](F)(F)F.O=C(Cc1ccc(cc1)[N+]#N)O
391,48,F[B-](F)(F)F.[N+](c1ccc(cc1)CC(=O)O)#N
391,48,F[B-](F)(F)F.c1c(ccc(c1)CC(O)=O)[N+]#N
391,49,Cn1c[n+](C)c(N=[N+]=[N-])n1.O=[N+]([O-])c1n[n-]c([N+](=O)[O-])n1
391,49,Cn1c[n+](c(n1)N=[N+]=[N-])C.O=[N+](c1nc([N+]([O-])=O)[n-]n1)[O-]
391,49,Cn1c[n+](c(N=[N+]=[N-])n1)C.O=[N+](c1[n-]nc([N+]([O-])=O)n1)[O-]
391,49,[O-][N+](c1nc([N+]([O-])=O)n[n-]1)=O.c1(N=[N+]=[N-])nn(c[n+]1C)C
391,49,O=[N+](c1n[n-]c(n1)[N+]([O-])=O)[O-].n1c(N=[N+]=[N-])[n+](cn1C)C
391,49,n1(C)c[n+](c(N=[N+]=[N-])n1)C.n1[n-]c([N+](=O)[O-])nc1[N+]([O-])=O
391,49,Cn1c[n+](c(N=[N+]=[N-])n1)C.[N+](c1nc([n-]n1)[N+]([O-])=O)(=O)[O-]
391,49,[N+](=[N-])=Nc1nn(c[n+]1C)C.n1c([N+]([O-])=O)nc([n-]1)[N+](=O)[O-]
391,49,c1(N=[N+]=[N-])[n+](C)cn(n1)C.n1c(nc([N+]([O-])=O)[n-]1)[N+]([O-])=O
391,49,n1(C)nc(N=[N+]=[N-])[n+](c1)C.n1c(n[n-]c1[N+]([O-])=O)[N+]([O-])=O
391.1,50,CC[NH+](CC)CCCO.COc1cc(C=CC(=O)[O-])ccc1O
391.1,50,CC[NH+](CCCO)CC.c1c(C=CC([O-])=O)ccc(O)c1OC
391.1,50,CC[NH+](CCCO)CC.c1(C=CC(=O)[O-])ccc(c(c1)OC)O
391.1,50,C(O)CC[NH+](CC)CC.c1cc(O)c(cc1C=CC(=O)[O-])OC
391.1,50,C(O)CC[NH+](CC)CC.c1(OC)cc(ccc1O)C=CC([O-])=O
391.1,50,C(=CC(=O)[O-])c1cc(c(O)cc1)OC.C(C[NH+](CC)CC)CO
391.1,50,OCCC[NH+](CC)CC.c1(c(OC)cc(cc1)C=CC(=O)[O-])O
391.1,50,C(CO)C[NH+](CC)CC.c1(C=CC([O-])=O)cc(c(O)cc1)OC
391.1,50,C(CC[NH+](CC)CC)O.O=C(C=Cc1ccc(c(c1)OC)O)[O-]
391.1,50,C([NH+](CCCO)CC)C.C(c1cc(c(cc1)O)OC)=CC([O-])=O
391.2,51,C=CCn1cc[n+](CCCCCCCC)c1.[BH4-]
391.2,51,[BH4-].c1cn(c[n+]1CCCCCCCC)CC=C
391.2,51,[BH4-].[n+]1(CCCCCCCC)cn(CC=C)cc1
391.2,51,[BH4-].c1n(c[n+](CCCCCCCC)c1)CC=C
391.2,51,[BH4-].n1(cc[n+](c1)CCCCCCCC)CC=C
391.2,51,[BH4-].c1[n+](CCCCCCCC)cn(c1)CC=C
391.2,51,C(C=C)n1cc[n+](CCCCCCCC)c1.[BH4-]
391.2,51,C=CCn1cc[n+](CCCCCCCC)c1.[BH4-]
391.2,51,C(C)CCCCCC[n+]1ccn(CC=C)c1.[BH4-]
391.2,51,C(CC)CCCCC[n+]1ccn(c1)CC=C.[BH4-]
392,52,C#CC[n+]1cnn(C)c1.N#C[N-]C#N
392,52,Cn1nc[n+](c1)CC#C.[N-](C#N)C#N
392,52,C(#N)[N-]C#N.n1c[n+](cn1C)CC#C
392,52,C(#N)[N-]C#N.c1nn(c[n+]1CC#C)C
392,52,C(#N)[N-]C#N.C(C#C)[n+]1cn(nc1)C
392,52,C(#C)C[n+]1cn(C)nc1.C(#N)[N-]C#N
392,52,N#C[N-]C#N.n1(C)nc[n+](CC#C)c1
392,52,C#CC[n+]1cn(C)nc1.C(#N)[N-]C#N
392,52,[N-](C#N)C#N.n1(C)c[n+](cn1)CC#C
392,52,N#C[N-]C#N.c1[n+](CC#C)cnn1C
393,53,C[NH2+]C.O=C([O-])COc1ccc(Cl)cc1Cl
393,53,C([O-])(COc1ccc(cc1Cl)Cl)=O.C[NH2+]C
393,53,[NH2+](C)C.c1cc(OCC([O-])=O)c(cc1Cl)Cl
393,53,[NH2+](C)C.c1(ccc(Cl)cc1Cl)OCC([O-])=O
393,53,O=C(COc1ccc(Cl)cc1Cl)[O-].[NH2+](C)C
393,53,C[NH2+]C.c1c(ccc(c1Cl)OCC(=O)[O-])Cl
393,53,Clc1ccc(OCC([O-])=O)c(Cl)c1.[NH2+](C)C
393,53,C[NH2+]C.c1cc(OCC([O-])=O)c(Cl)cc1Cl
393,53,C[NH2+]C.O=C([O-])COc1c(Cl)cc(Cl)cc1
393,53,C[NH2+]C.O=C([O-])COc1c(cc(cc1)Cl)Cl
393,54,CCCCCCCCOc1cc(C(=O)Nc2ccc([N+](C)(C)C)cc2)cc(OCCCCCCCC)c1OCCCCCCCC.[I-]
393,54,[I-].c1cc(ccc1NC(c1cc(c(OCCCCCCCC)c(OCCCCCCCC)c1)OCCCCCCCC)=O)[N+](C)(C)C
393,54,C(CC)CCCCCOc1c(OCCCCCCCC)cc(cc1OCCCCCCCC)C(=O)Nc1ccc([N+](C)(C)C)cc1.[I-]
393,54,O(c1c(OCCCCCCCC)c(OCCCCCCCC)cc(C(=O)Nc2ccc([N+](C)(C)C)cc2)c1)CCCCCCCC.[I-]
393,54,C(Nc1ccc(cc1)[N+](C)(C)C)(c1cc(OCCCCCCCC)c(c(OCCCCCCCC)c1)OCCCCCCCC)=O.[I-]
393,54,C(CCCCCCC)Oc1c(cc(cc1OCCCCCCCC)C(Nc1ccc(cc1)[N+](C)(C)C)=O)OCCCCCCCC.[I-]
393,54,[I-].c1(c(c(cc(C(Nc2ccc(cc2)[N+](C)(C)C)=O)c1)OCCCCCCCC)OCCCCCCCC)OCCCCCCCC
393,54,C(=O)(c1cc(OCCCCCCCC)c(OCCCCCCCC)c(c1)OCCCCCCCC)Nc1ccc(cc1)[N+](C)(C)C.[I-]
393,54,O(CCCCCCCC)c1c(c(OCCCCCCCC)cc(C(Nc2ccc(cc2)[N+](C)(C)C)=O)c1)OCCCCCCCC.[I-]
393,54,[I-].c1c(cc(c(OCCCCCCCC)c1OCCCCCCCC)OCCCCCCCC)C(Nc1ccc(cc1)[N+](C)(C)C)=O
393,55,CCCCCCCCCCCCCCCCOc1cc(C(=O)Nc2ccc([N+](C)(C)C)cc2)cc(OCCCCCCCCCCCCCCCC)c1OCCCCCCCCCCCCCCCC.[I-]
393,55,C(CCCCCCCCC)CCCCCCOc1c(OCCCCCCCCCCCCCCCC)cc(cc1OCCCCCCCCCCCCCCCC)C(Nc1ccc(cc1)[N+](C)(C)C)=O.[I-]
393,55,C(CCCCCCCCCCOc1c(cc(C(Nc2ccc([N+](C)(C)C)cc2)=O)cc1OCCCCCCCCCCCCCCCC)OCCCCCCCCCCCCCCCC)CCCCC.[I-]
393,55,C(CCCCCCCCCCCOc1c(OCCCCCCCCCCCCCCCC)c(cc(C(=O)Nc2ccc([N+](C)(C)C)cc2)c1)OCCCCCCCCCCCCCCCC)CCCC.[I-]
393,55,C(CCCCCCCCCCC)CCCCOc1c(OCCCCCCCCCCCCCCCC)cc(C(Nc2ccc([N+](C)(C)C)cc2)=O)cc1OCCCCCCCCCCCCCCCC.[I-]
393,55,C(C)CCCCCCCCCCCCCCOc1c(OCCCCCCCCCCCCCCCC)cc(cc1OCCCCCCCCCCCCCCCC)C(Nc1ccc([N+](C)(C)C)cc1)=O.[I-]
393,55,C(=O)(c1cc(OCCCCCCCCCCCCCCCC)c(c(c1)OCCCCCCCCCCCCCCCC)OCCCCCCCCCCCCCCCC)Nc1ccc([N+](C)(C)C)cc1.[I-]
393,55,C(CCCCCOc1cc(C(=O)Nc2ccc([N+](C)(C)C)cc2)cc(c1OCCCCCCCCCCCCCCCC)OCCCCCCCCCCCCCCCC)CCCCCCCCCC.[I-]
393,55,C(CCCCCCCC)CCCCCCCOc1c(OCCCCCCCCCCCCCCCC)cc(C(Nc2ccc([N+](C)(C)C)cc2)=O)cc1OCCCCCCCCCCCCCCCC.[I-]
393,55,C(CCCCCCCCCC)CCCCCOc1c(cc(cc1OCCCCCCCCCCCCCCCC)C(Nc1ccc(cc1)[N+](C)(C)C)=O)OCCCCCCCCCCCCCCCC.[I-]
393,56,CCCCCCn1cc(COC2OCC(O)C(O)C2O)[n+](C)n1.F[B-](F)(F)F
393,56,O1C(OCc2[n+](C)nn(CCCCCC)c2)C(O)C(C(O)C1)O.[B-](F)(F)(F)F
393,56,F[B-](F)(F)F.c1(cn(CCCCCC)n[n+]1C)COC1C(C(O)C(CO1)O)O
393,56,C1C(O)C(C(O)C(OCc2[n+](nn(CCCCCC)c2)C)O1)O.F[B-](F)(F)F
393,56,C(c1[n+](nn(CCCCCC)c1)C)OC1OCC(O)C(C1O)O.F[B-](F)(F)F
393,56,C(c1cn(CCCCCC)n[n+]1C)OC1C(C(O)C(O)CO1)O.F[B-](F)(F)F
393,56,C(C)CCCCn1n[n+](C)c(c1)COC1C(C(O)C(CO1)O)O.F[B-](F)(F)F
393,56,CCCCCCn1cc(COC2OCC(O)C(O)C2O)[n+](n1)C.F[B-](F)(F)F
393,56,C(CCCC)Cn1cc(COC2C(O)C(C(O)CO2)O)[n+](n1)C.[B-](F)(F)(F)F
393,56,C(CCCCn1n[n+](C)c(COC2OCC(O)C(C2O)O)c1)C.F[B-](F)(F)F
393.7,57,CC(O)[NH2+]c1ccccc1.CCCC(=O)[O-]
393.7,57,C(CC)C([O-])=O.c1ccc([NH2+]C(O)C)cc1
393.7,57,C(=O)(CCC)[O-].[NH2+](C(C)O)c1ccccc1
393.7,57,[O-]C(CCC)=O.c1([NH2+]C(O)C)ccccc1
393.7,57,C(CC([O-])=O)C.C(O)(C)[NH2+]c1ccccc1
393.7,57,C(C)CC(=O)[O-].C(O)([NH2+]c1ccccc1)C
393.7,57,O=C(CCC)[O-].[NH2+](c1ccccc1)C(C)O
393.7,57,O=C([O-])CCC.c1(ccccc1)[NH2+]C(O)C
393.7,57,C(C)CC([O-])=O.c1ccccc1[NH2+]C(C)O
393.7,57,[O-]C(=O)CCC.c1cc(ccc1)[NH2+]C(C)O
393.8,58,C=CCn1cc[n+](CC=C)c1.[BH4-]
393.8,58,C(Cn1cc[n+](CC=C)c1)=C.[BH4-]
393.8,58,C(n1c[n+](cc1)CC=C)C=C.[BH4-]
393.8,58,[BH4-].c1n(cc[n+]1CC=C)CC=C
393.8,58,[BH4-].c1n(c[n+](CC=C)c1)CC=C
393.8,58,C(C[n+]1ccn(c1)CC=C)=C.[BH4-]
393.8,58,C(=C)Cn1cc[n+](c1)CC=C.[BH4-]
393.8,58,[BH4-].[n+]1(CC=C)ccn(c1)CC=C
393.8,58,[BH4-].n1(c[n+](cc1)CC=C)CC=C
393.8,58,C(=C)Cn1c[n+](cc1)CC=C.[BH4-]
394,59,COC(=O)[O-].C[N+]1(C)CCCC1
394,59,C1C[N+](CC1)(C)C.[O-]C(OC)=O
394,59,C1CC[N+](C)(C1)C.O(C(=O)[O-])C
394,59,O=C([O-])OC.[N+]1(C)(C)CCCC1
394,59,C1[N+](C)(CCC1)C.[O-]C(OC)=O
394,59,C1[N+](C)(CCC1)C.[O-]C(OC)=O
394,59,C1[N+](CCC1)(C)C.[O-]C(OC)=O
394,59,C1[N+](CCC1)(C)C.O=C(OC)[O-]
394,59,C1CCC[N+]1(C)C.COC([O-])=O
394,59,COC(=O)[O-].C[N+]1(C)CCCC1
394,60,C#CC[n+]1cnn(C)c1.O=[N+]([O-])N=[N+]([O-])[O-]
394,60,N([N+](=O)[O-])=[N+]([O-])[O-].c1[n+](CC#C)cnn1C
394,60,Cn1c[n+](CC#C)cn1.[N+](=O)([O-])N=[N+]([O-])[O-]
394,60,C#CC[n+]1cn(nc1)C.[O-][N+]([O-])=N[N+]([O-])=O
394,60,[O-][N+](N=[N+]([O-])[O-])=O.c1[n+](cnn1C)CC#C
394,60,[O-][N+](=O)N=[N+]([O-])[O-].c1nn(c[n+]1CC#C)C
