Tg/K,IL,Normalized SMILES
190,108,C(CCCC[n+]1ccn(c1)C)C.[N-](S(C(F)(F)F)(=O)=O)S(=O)(=O)C(F)(F)F
190,108,C(C)CCCC[n+]1cn(C)cc1.S(=O)([N-]S(=O)(=O)C(F)(F)F)(C(F)(F)F)=O
190,108,C(S(=O)([N-]S(=O)(=O)C(F)(F)F)=O)(F)(F)F.CCCCCC[n+]1ccn(c1)C
190,108,Cn1cc[n+](CCCCCC)c1.FC(S(=O)([N-]S(=O)(=O)C(F)(F)F)=O)(F)F
190,108,FC(F)(F)S([N-]S(=O)(=O)C(F)(F)F)(=O)=O.n1(C)cc[n+](c1)CCCCCC
190,108,S(=O)([N-]S(C(F)(F)F)(=O)=O)(C(F)(F)F)=O.n1(C)cc[n+](c1)CCCCCC
190,108,C(CCC)CC[n+]1ccn(C)c1.O=S(C(F)(F)F)([N-]S(=O)(=O)C(F)(F)F)=O
190,109,C(CC)[n+]1cn(cc1)C.C(S(=O)(=O)[N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(F)(F)F)(F)F
190,109,C(S([N-]S(=O)(C(F)(C(F)(F)F)F)=O)(=O)=O)(F)(C(F)(F)F)F.C([n+]1cn(cc1)C)CC
190,109,Cn1c[n+](CCC)cc1.FC(F)(C(F)(F)F)S(=O)([N-]S(C(C(F)(F)F)(F)F)(=O)=O)=O
190,109,O=S(=O)([N-]S(=O)(=O)C(C(F)(F)F)(F)F)C(F)(C(F)(F)F)F.c1c[n+](CCC)cn1C
190,109,C([n+]1ccn(c1)C)CC.FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(C(C(F)(F)F)(F)F)(=O)=O
190,109,FC(S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)=O)(C(F)(F)F)F.[n+]1(cn(C)cc1)CCC
190,109,FC(C(F)(F)F)(S([N-]S(C(F)(F)C(F)(F)F)(=O)=O)(=O)=O)F.c1cn(C)c[n+]1CCC
190,109,C(F)(S(=O)([N-]S(C(F)(F)C(F)(F)F)(=O)=O)=O)(C(F)(F)F)F.c1n(c[n+](CCC)c1)C
190,109,Cn1cc[n+](CCC)c1.O=S(=O)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)C(F)(F)C(F)(F)F
190,109,O=S([N-]S(=O)(=O)C(C(F)(F)F)(F)F)(C(F)(C(F)(F)F)F)=O.c1c[n+](CCC)cn1C
191,110,FC(F)(C(F)(F)S([N-]S(C(F)(C(F)(F)F)F)(=O)=O)(=O)=O)F.c1n(C)cc[n+]1CCCC
191,110,FC(C(F)(S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(=O)=O)F)(F)F.c1[n+](ccn1C)CCCC
191,110,Cn1c[n+](cc1)CCCC.FC(F)(C(F)(F)S([N-]S(=O)(=O)C(F)(C(F)(F)F)F)(=O)=O)F
191,110,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(C(F)(F)F)(F)F.[n+]1(ccn(c1)C)CCCC
191,110,C(C(F)(F)S(=O)(=O)[N-]S(=O)(C(F)(C(F)(F)F)F)=O)(F)(F)F.c1n(C)c[n+](CCCC)c1
191,110,C(C)CC[n+]1cn(C)cc1.FC(C(F)(F)S(=O)(=O)[N-]S(C(F)(C(F)(F)F)F)(=O)=O)(F)F
191,110,C([n+]1ccn(c1)C)CCC.FC(F)(C(F)(F)F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F
191,110,FC(F)(C(S([N-]S(=O)(=O)C(C(F)(F)F)(F)F)(=O)=O)(F)F)F.c1n(C)cc[n+]1CCCC
191,110,C([n+]1cn(cc1)C)CCC.FC(C(F)(F)F)(F)S(=O)(=O)[N-]S(=O)(C(C(F)(F)F)(F)F)=O
191,110,FC(C(S([N-]S(=O)(C(F)(C(F)(F)F)F)=O)(=O)=O)(F)F)(F)F.c1[n+](ccn1C)CCCC
192,111,CCCCC[n+]1cn(C)cc1.FC(F)(C(F)(F)F)S(=O)([N-]S(C(F)(C(F)(F)F)F)(=O)=O)=O
192,111,[N-](S(=O)(=O)C(C(F)(F)F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)F.n1(cc[n+](CCCCC)c1)C
192,111,C(CCC)C[n+]1ccn(c1)C.C(F)(C(F)(F)F)(F)S(=O)(=O)[N-]S(=O)(C(F)(F)C(F)(F)F)=O
192,111,Cn1cc[n+](CCCCC)c1.FC(F)(F)C(F)(S([N-]S(=O)(=O)C(F)(C(F)(F)F)F)(=O)=O)F
192,111,O=S(=O)(C(C(F)(F)F)(F)F)[N-]S(=O)(C(C(F)(F)F)(F)F)=O.c1c[n+](cn1C)CCCCC
192,111,C(CC)CC[n+]1cn(cc1)C.O=S(C(F)(C(F)(F)F)F)([N-]S(C(F)(C(F)(F)F)F)(=O)=O)=O
192,111,Cn1cc[n+](c1)CCCCC.O=S(C(C(F)(F)F)(F)F)([N-]S(C(F)(C(F)(F)F)F)(=O)=O)=O
192,111,FC(C(S(=O)([N-]S(=O)(C(C(F)(F)F)(F)F)=O)=O)(F)F)(F)F.c1n(c[n+](CCCCC)c1)C
192,111,S(=O)(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.c1cn(c[n+]1CCCCC)C
192,111,C(F)(C(F)(F)F)(S(=O)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)=O)F.c1n(c[n+](CCCCC)c1)C
193,112,C([n+]1cn(C)cc1)CCCCC.FC(F)(C(F)(S(=O)(=O)[N-]S(=O)(C(F)(F)C(F)(F)F)=O)F)F
193,112,C(CCCC)C[n+]1ccn(c1)C.FC(C(F)(F)F)(S(=O)(=O)[N-]S(C(F)(C(F)(F)F)F)(=O)=O)F
193,112,FC(F)(S([N-]S(=O)(=O)C(F)(C(F)(F)F)F)(=O)=O)C(F)(F)F.n1(cc[n+](c1)CCCCCC)C
193,112,C(F)(C(F)(F)F)(S(=O)([N-]S(C(F)(F)C(F)(F)F)(=O)=O)=O)F.c1n(c[n+](CCCCCC)c1)C
193,112,S(=O)(=O)([N-]S(C(C(F)(F)F)(F)F)(=O)=O)C(F)(F)C(F)(F)F.c1n(C)c[n+](CCCCCC)c1
193,112,C(CCCC)C[n+]1ccn(c1)C.FC(S(=O)([N-]S(C(C(F)(F)F)(F)F)(=O)=O)=O)(C(F)(F)F)F
193,112,FC(C(F)(S(=O)([N-]S(C(F)(F)C(F)(F)F)(=O)=O)=O)F)(F)F.c1[n+](ccn1C)CCCCCC
193,112,O=S(C(F)(F)C(F)(F)F)([N-]S(=O)(=O)C(F)(C(F)(F)F)F)=O.n1(C)cc[n+](c1)CCCCCC
193,112,C(CC[n+]1cn(C)cc1)CCC.FC(F)(C(S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(=O)=O)(F)F)F
193,112,S(=O)([N-]S(=O)(C(F)(C(F)(F)F)F)=O)(C(F)(C(F)(F)F)F)=O.n1(C)c[n+](CCCCCC)cc1
182,113,C(C)[n+]1ccn(c1)C.F[B-](F)(F)F
182,113,[B-](F)(F)(F)F.n1(cc[n+](CC)c1)C
182,113,F[B-](F)(F)F.c1cn(C)c[n+]1CC
182,113,Cn1cc[n+](c1)CC.F[B-](F)(F)F
182,113,CC[n+]1cn(cc1)C.F[B-](F)(F)F
182,113,[B-](F)(F)(F)F.c1[n+](CC)ccn1C
182,113,F[B-](F)(F)F.n1(c[n+](cc1)CC)C
182,113,F[B-](F)(F)F.[n+]1(ccn(c1)C)CC
182,113,F[B-](F)(F)F.n1(C)c[n+](CC)cc1
182,113,C([n+]1ccn(c1)C)C.[B-](F)(F)(F)F
183,114,CCC[n+]1cn(C)cc1.F[B-](F)(F)F
183,114,C([n+]1cn(cc1)C)CC.F[B-](F)(F)F
183,114,Cn1c[n+](cc1)CCC.F[B-](F)(F)F
183,114,Cn1cc[n+](c1)CCC.F[B-](F)(F)F
183,114,F[B-](F)(F)F.[n+]1(cn(C)cc1)CCC
183,114,F[B-](F)(F)F.c1n(c[n+](c1)CCC)C
183,114,F[B-](F)(F)F.c1c[n+](cn1C)CCC
183,114,C(C[n+]1cn(cc1)C)C.F[B-](F)(F)F
183,114,F[B-](F)(F)F.c1[n+](ccn1C)CCC
183,114,[B-](F)(F)(F)F.c1n(c[n+](c1)CCC)C
186,115,C(CCC)[n+]1ccn(C)c1.F[B-](F)(F)F
186,115,C([n+]1cn(cc1)C)CCC.F[B-](F)(F)F
186,115,CCCC[n+]1cn(cc1)C.F[B-](F)(F)F
186,115,F[B-](F)(F)F.n1(C)c[n+](cc1)CCCC
186,115,F[B-](F)(F)F.c1[n+](CCCC)ccn1C
186,115,C(C)CC[n+]1cn(cc1)C.F[B-](F)(F)F
186,115,F[B-](F)(F)F.c1cn(c[n+]1CCCC)C
186,115,CCCC[n+]1ccn(c1)C.F[B-](F)(F)F
186,115,CCCC[n+]1ccn(c1)C.[B-](F)(F)(F)F
186,115,F[B-](F)(F)F.n1(cc[n+](CCCC)c1)C
186,116,Cn1c[n+](CCCCC)cc1.F[B-](F)(F)F
186,116,F[B-](F)(F)F.c1c[n+](CCCCC)cn1C
186,116,CCCCC[n+]1ccn(C)c1.F[B-](F)(F)F
186,116,CCCCC[n+]1ccn(c1)C.[B-](F)(F)(F)F
186,116,CCCCC[n+]1cn(C)cc1.F[B-](F)(F)F
186,116,C([n+]1cn(cc1)C)CCCC.F[B-](F)(F)F
186,116,[B-](F)(F)(F)F.c1[n+](CCCCC)cn(c1)C
186,116,C(CC)CC[n+]1ccn(C)c1.[B-](F)(F)(F)F
186,116,F[B-](F)(F)F.c1n(C)cc[n+]1CCCCC
186,116,C(CC[n+]1ccn(c1)C)CC.F[B-](F)(F)F
190,117,F[B-](F)(F)F.c1[n+](CCCCCC)ccn1C
190,117,C(CCCCC)[n+]1ccn(c1)C.F[B-](F)(F)F
190,117,[B-](F)(F)(F)F.c1c[n+](cn1C)CCCCCC
190,117,C(CCCCC)[n+]1ccn(C)c1.F[B-](F)(F)F
190,117,CCCCCC[n+]1cn(C)cc1.F[B-](F)(F)F
190,117,[B-](F)(F)(F)F.c1c[n+](cn1C)CCCCCC
190,117,C(CC)CCC[n+]1ccn(c1)C.[B-](F)(F)(F)F
190,117,[B-](F)(F)(F)F.c1[n+](CCCCCC)cn(c1)C
190,117,C([n+]1ccn(c1)C)CCCCC.F[B-](F)(F)F
190,117,C(C)CCCC[n+]1ccn(C)c1.[B-](F)(F)(F)F
190,118,[O-][N+]([O-])=O.n1(cc[n+](CCC)c1)C
190,118,O=[N+]([O-])[O-].c1c[n+](cn1C)CCC
190,118,Cn1cc[n+](CCC)c1.[O-][N+]([O-])=O
190,118,CCC[n+]1ccn(C)c1.O=[N+]([O-])[O-]
190,118,O=[N+]([O-])[O-].c1n(C)cc[n+]1CCC
190,118,[N+]([O-])(=O)[O-].c1[n+](CCC)ccn1C
190,118,C(C)C[n+]1cn(C)cc1.[O-][N+](=O)[O-]
190,118,O=[N+]([O-])[O-].c1cn(C)c[n+]1CCC
190,118,CCC[n+]1ccn(C)c1.[O-][N+]([O-])=O
190,118,C(C[n+]1ccn(C)c1)C.[O-][N+]([O-])=O
187,119,[O-][N+]([O-])=O.[n+]1(ccn(c1)C)CCCC
187,119,C([n+]1ccn(c1)C)CCC.[N+]([O-])(=O)[O-]
187,119,Cn1c[n+](CCCC)cc1.[O-][N+]([O-])=O
187,119,O=[N+]([O-])[O-].c1cn(c[n+]1CCCC)C
187,119,C([n+]1cn(C)cc1)CCC.O=[N+]([O-])[O-]
187,119,C(C[n+]1cn(cc1)C)CC.[O-][N+]([O-])=O
187,119,[O-][N+]([O-])=O.c1c[n+](cn1C)CCCC
187,119,C(C)CC[n+]1ccn(c1)C.[O-][N+](=O)[O-]
187,119,C([n+]1ccn(c1)C)CCC.[O-][N+]([O-])=O
187,119,[O-][N+]([O-])=O.c1c[n+](cn1C)CCCC
197,120,[O-][N+](=O)[O-].c1c[n+](cn1C)CCCCC
197,120,[O-][N+](=O)[O-].c1cn(c[n+]1CCCCC)C
197,120,C([n+]1cn(C)cc1)CCCC.O=[N+]([O-])[O-]
197,120,C(CCCC)[n+]1cn(C)cc1.O=[N+]([O-])[O-]
197,120,[O-][N+](=O)[O-].[n+]1(CCCCC)ccn(C)c1
197,120,[O-][N+]([O-])=O.n1(C)cc[n+](c1)CCCCC
197,120,C(CCCC)[n+]1cn(cc1)C.[N+]([O-])(=O)[O-]
197,120,O=[N+]([O-])[O-].[n+]1(ccn(c1)C)CCCCC
197,120,C(CCC[n+]1cn(C)cc1)C.[N+](=O)([O-])[O-]
197,120,C(C)CCC[n+]1cn(cc1)C.[O-][N+](=O)[O-]
198,121,C(CCCC)C[n+]1cn(C)cc1.O=[N+]([O-])[O-]
198,121,C(CCC[n+]1cn(C)cc1)CC.[N+]([O-])(=O)[O-]
198,121,Cn1cc[n+](c1)CCCCCC.[O-][N+]([O-])=O
198,121,C(CC)CCC[n+]1ccn(C)c1.[N+]([O-])(=O)[O-]
198,121,CCCCCC[n+]1cn(C)cc1.[O-][N+]([O-])=O
198,121,C(C[n+]1ccn(c1)C)CCCC.O=[N+]([O-])[O-]
198,121,[N+]([O-])([O-])=O.[n+]1(CCCCCC)cn(cc1)C
198,121,C(C[n+]1ccn(C)c1)CCCC.[O-][N+]([O-])=O
198,121,Cn1cc[n+](CCCCCC)c1.[N+]([O-])(=O)[O-]
198,121,CCCCCC[n+]1ccn(C)c1.[O-][N+](=O)[O-]
213,122,[Br-].[NH+]1(C=NC=C1)C
213,122,[Br-].[NH+]1(C)C=NC=C1
213,122,C1=CN=C[NH+]1C.[Br-]
213,122,N1C=C[NH+](C=1)C.[Br-]
213,122,N1C=C[NH+](C=1)C.[Br-]
213,122,C1N=C[NH+](C=1)C.[Br-]
213,122,[Br-].[NH+]1(C=CN=C1)C
213,122,C1[NH+](C=CN=1)C.[Br-]
213,122,C1[NH+](C)C=NC=1.[Br-]
213,122,C1=NC=C[NH+]1C.[Br-]
189,123,C(F)(F)(F)S(=O)([N-]S(=O)(C(F)(F)F)=O)=O.C1=NC=C[NH+]1C
189,123,C1N=C[NH+](C)C=1.O=S(=O)(C(F)(F)F)[N-]S(=O)(C(F)(F)F)=O
189,123,C1N=C[NH+](C=1)C.S(=O)(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O
189,123,C(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)(F)F.C1[NH+](C)C=CN=1
189,123,C1=CN=C[NH+]1C.FC(F)(F)S(=O)([N-]S(C(F)(F)F)(=O)=O)=O
189,123,C1=NC=C[NH+]1C.S(=O)(C(F)(F)F)(=O)[N-]S(=O)(=O)C(F)(F)F
189,123,FC(F)(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)F.N1=C[NH+](C=C1)C
189,123,FC(S([N-]S(=O)(=O)C(F)(F)F)(=O)=O)(F)F.N1=C[NH+](C)C=C1
189,123,C(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)(F)(F)F.C1N=C[NH+](C=1)C
189,123,FC(F)(S(=O)(=O)[N-]S(C(F)(F)F)(=O)=O)F.N1C=C[NH+](C=1)C
200,124,C1[NH+](C=NC=1)C.FC(F)(S(=O)([N-]S(C(F)(F)C(F)(F)F)(=O)=O)=O)C(F)(F)F
200,124,C1=NC=C[NH+]1C.O=S([N-]S(=O)(C(C(F)(F)F)(F)F)=O)(=O)C(F)(C(F)(F)F)F
200,124,C(C(F)(F)F)(S(=O)([N-]S(C(C(F)(F)F)(F)F)(=O)=O)=O)(F)F.C1[NH+](C=CN=1)C
200,124,C(F)(C(F)(F)F)(F)S([N-]S(=O)(C(F)(C(F)(F)F)F)=O)(=O)=O.C1=C[NH+](C=N1)C
200,124,C1[NH+](C=CN=1)C.FC(C(S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(=O)=O)(F)F)(F)F
200,124,FC(F)(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)F.[NH+]1(C=CN=C1)C
200,124,N1=C[NH+](C)C=C1.O=S(C(F)(F)C(F)(F)F)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)=O
200,124,C1=CN=C[NH+]1C.O=S(C(C(F)(F)F)(F)F)([N-]S(=O)(C(C(F)(F)F)(F)F)=O)=O
200,124,C[NH+]1C=CN=C1.FC(C(S([N-]S(C(F)(C(F)(F)F)F)(=O)=O)(=O)=O)(F)F)(F)F
200,124,FC(F)(F)C(F)(S([N-]S(=O)(=O)C(C(F)(F)F)(F)F)(=O)=O)F.[NH+]1(C=CN=C1)C
269,125,C1N=C[NH+](C)C=1.F[P-](F)(F)(F)(F)F
269,125,C1=CN=C[NH+]1C.F[P-](F)(F)(F)(F)F
269,125,C1N=C[NH+](C=1)C.F[P-](F)(F)(F)(F)F
269,125,C1=NC=C[NH+]1C.F[P-](F)(F)(F)(F)F
269,125,F[P-](F)(F)(F)(F)F.[NH+]1(C)C=CN=C1
269,125,C1=NC=C[NH+]1C.F[P-](F)(F)(F)(F)F
269,125,C1[NH+](C)C=NC=1.[P-](F)(F)(F)(F)(F)F
269,125,C1[NH+](C)C=CN=1.F[P-](F)(F)(F)(F)F
269,125,C1[NH+](C=NC=1)C.F[P-](F)(F)(F)(F)F
269,125,F[P-](F)(F)(F)(F)F.[NH+]1(C=NC=C1)C
175,126,C1[NH+](C)C=NC=1.O=C(C)[O-]
175,126,C1=CN=C[NH+]1C.CC(=O)[O-]
175,126,C1[NH+](C)C=CN=1.CC([O-])=O
175,126,CC(=O)[O-].[NH+]1(C)C=NC=C1
175,126,N1=C[NH+](C)C=C1.[O-]C(C)=O
175,126,C1=C[NH+](C=N1)C.CC([O-])=O
175,126,[NH+]1(C=CN=C1)C.[O-]C(=O)C
175,126,C(=O)(C)[O-].C1[NH+](C=CN=1)C
175,126,C1=C[NH+](C=N1)C.O=C(C)[O-]
175,126,C(C)(=O)[O-].C1=CN=C[NH+]1C
174,127,C1=CN=C[NH+]1C.[O-]C=O
174,127,C(=O)[O-].N1C=C[NH+](C=1)C
174,127,C1N=C[NH+](C)C=1.O=C[O-]
174,127,C[NH+]1C=CN=C1.[O-]C=O
174,127,N1C=C[NH+](C=1)C.O=C[O-]
174,127,C1=C[NH+](C)C=N1.O=C[O-]
174,127,C[NH+]1C=NC=C1.[O-]C=O
174,127,O=C[O-].[NH+]1(C=CN=C1)C
174,127,C1=NC=C[NH+]1C.O=C[O-]
174,127,C([O-])=O.[NH+]1(C=NC=C1)C
216,128,C1=NC=C[NH+]1CC.[Cl-]
216,128,CC[NH+]1C=CN=C1.[Cl-]
216,128,C1=CN=C[NH+]1CC.[Cl-]
216,128,C1=CN=C[NH+]1CC.[Cl-]
216,128,C1=NC=C[NH+]1CC.[Cl-]
216,128,CC[NH+]1C=NC=C1.[Cl-]
216,128,C1=C[NH+](C=N1)CC.[Cl-]
216,128,C1[NH+](CC)C=NC=1.[Cl-]
216,128,C([NH+]1C=CN=C1)C.[Cl-]
216,128,[Cl-].[NH+]1(C=NC=C1)CC
192,129,C([NH+]1C=CN=C1)C.[O-][Cl+3]([O-])([O-])[O-]
192,129,C([NH+]1C=CN=C1)C.[O-][Cl+3]([O-])([O-])[O-]
192,129,C1=CN=C[NH+]1CC.[O-][Cl+3]([O-])([O-])[O-]
192,129,N1=C[NH+](CC)C=C1.[O-][Cl+3]([O-])([O-])[O-]
192,129,N1=C[NH+](CC)C=C1.[O-][Cl+3]([O-])([O-])[O-]
192,129,[NH+]1(CC)C=CN=C1.[O-][Cl+3]([O-])([O-])[O-]
192,129,CC[NH+]1C=CN=C1.[O-][Cl+3]([O-])([O-])[O-]
192,129,CC[NH+]1C=NC=C1.[O-][Cl+3]([O-])([O-])[O-]
192,129,C1=CN=C[NH+]1CC.[O-][Cl+3]([O-])([O-])[O-]
192,129,C1=C[NH+](C=N1)CC.[O-][Cl+3]([O-])([O-])[O-]
186,130,C1[NH+](C=NC=1)CC.F[B-](F)(F)F
186,130,C1=NC=C[NH+]1CC.F[B-](F)(F)F
186,130,C1=C[NH+](CC)C=N1.[B-](F)(F)(F)F
186,130,F[B-](F)(F)F.N1=C[NH+](C=C1)CC
186,130,C1[NH+](CC)C=NC=1.F[B-](F)(F)F
186,130,N1C=C[NH+](C=1)CC.[B-](F)(F)(F)F
186,130,C1[NH+](C=CN=1)CC.F[B-](F)(F)F
186,130,C1=C[NH+](CC)C=N1.F[B-](F)(F)F
186,130,C1N=C[NH+](C=1)CC.F[B-](F)(F)F
186,130,N1C=C[NH+](CC)C=1.[B-](F)(F)(F)F
184,131,CC[NH+]1C=CN=C1.[N-](S(=O)(C(F)(F)F)=O)S(=O)(=O)C(F)(F)F
184,131,CC[NH+]1C=NC=C1.S(C(F)(F)F)(=O)(=O)[N-]S(C(F)(F)F)(=O)=O
184,131,C(F)(F)(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)F.C1=NC=C[NH+]1CC
184,131,CC[NH+]1C=NC=C1.S([N-]S(C(F)(F)F)(=O)=O)(=O)(=O)C(F)(F)F
184,131,C(F)(F)(S([N-]S(=O)(C(F)(F)F)=O)(=O)=O)F.[NH+]1(CC)C=NC=C1
184,131,C(F)(S([N-]S(C(F)(F)F)(=O)=O)(=O)=O)(F)F.CC[NH+]1C=CN=C1
184,131,C(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)(F)F.N1=C[NH+](CC)C=C1
184,131,C([NH+]1C=NC=C1)C.FC(F)(F)S([N-]S(C(F)(F)F)(=O)=O)(=O)=O
184,131,C1N=C[NH+](C=1)CC.FC(F)(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)F
184,131,CC[NH+]1C=NC=C1.O=S(=O)(C(F)(F)F)[N-]S(=O)(=O)C(F)(F)F
187,132,CC[NH+]1C=NC=C1.FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(C(C(F)(F)F)(F)F)=O
187,132,N1C=C[NH+](CC)C=1.O=S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(C(C(F)(F)F)(F)F)=O
187,132,C([NH+]1C=CN=C1)C.O=S(C(C(F)(F)F)(F)F)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F
187,132,CC[NH+]1C=CN=C1.FC(C(F)(F)F)(S([N-]S(C(F)(F)C(F)(F)F)(=O)=O)(=O)=O)F
187,132,CC[NH+]1C=CN=C1.FC(F)(C(F)(F)F)S(=O)([N-]S(=O)(C(F)(F)C(F)(F)F)=O)=O
187,132,FC(F)(C(S([N-]S(=O)(C(C(F)(F)F)(F)F)=O)(=O)=O)(F)F)F.N1=C[NH+](CC)C=C1
187,132,C1=NC=C[NH+]1CC.FC(C(F)(F)F)(S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)F
187,132,C(F)(F)(C(F)(F)F)S([N-]S(C(F)(F)C(F)(F)F)(=O)=O)(=O)=O.N1=C[NH+](C=C1)CC
187,132,C(F)(F)(F)C(S(=O)([N-]S(=O)(C(F)(C(F)(F)F)F)=O)=O)(F)F.C1=C[NH+](C=N1)CC
187,132,C(C(F)(F)F)(S(=O)(=O)[N-]S(=O)(C(F)(C(F)(F)F)F)=O)(F)F.CC[NH+]1C=NC=C1
211,133,C1[NH+](C=NC=1)CC.F[P-](F)(F)(F)(F)F
211,133,N1C=C[NH+](C=1)CC.[P-](F)(F)(F)(F)(F)F
211,133,C1N=C[NH+](CC)C=1.F[P-](F)(F)(F)(F)F
211,133,F[P-](F)(F)(F)(F)F.[NH+]1(CC)C=CN=C1
211,133,F[P-](F)(F)(F)(F)F.N1=C[NH+](CC)C=C1
211,133,CC[NH+]1C=CN=C1.F[P-](F)(F)(F)(F)F
211,133,F[P-](F)(F)(F)(F)F.N1C=C[NH+](CC)C=1
211,133,F[P-](F)(F)(F)(F)F.[NH+]1(C=NC=C1)CC
211,133,F[P-](F)(F)(F)(F)F.N1C=C[NH+](C=1)CC
211,133,F[P-](F)(F)(F)(F)F.[NH+]1(C=CN=C1)CC
187,134,C1(C)=NC=C[NH+]1C.[Cl-]
187,134,C[NH+]1C(=NC=C1)C.[Cl-]
187,134,N1C=C[NH+](C)C=1C.[Cl-]
187,134,C1=CN=C(C)[NH+]1C.[Cl-]
187,134,C[NH+]1C=CN=C1C.[Cl-]
187,134,CC1=NC=C[NH+]1C.[Cl-]
187,134,C1([NH+](C=CN=1)C)C.[Cl-]
187,134,C1N=C(C)[NH+](C=1)C.[Cl-]
187,134,[Cl-].[NH+]1(C=CN=C1C)C
187,134,[Cl-].[NH+]1(C)C(=NC=C1)C
270,135,CC1=NC=C[NH+]1C.[O-][Cl+3]([O-])([O-])[O-]
270,135,N1C=C[NH+](C=1C)C.[O-][Cl+3]([O-])([O-])[O-]
270,135,[NH+]1(C)C=CN=C1C.[O-][Cl+3]([O-])([O-])[O-]
270,135,N1C=C[NH+](C=1C)C.[O-][Cl+3]([O-])([O-])[O-]
270,135,C1=CN=C([NH+]1C)C.[O-][Cl+3]([O-])([O-])[O-]
270,135,[NH+]1(C)C=CN=C1C.[O-][Cl+3]([O-])([O-])[O-]
270,135,C1=CN=C([NH+]1C)C.[O-][Cl+3]([O-])([O-])[O-]
270,135,[NH+]1(C)C(C)=NC=C1.[O-][Cl+3]([O-])([O-])[O-]
270,135,N1=C(C)[NH+](C=C1)C.[O-][Cl+3]([O-])([O-])[O-]
270,135,C1[NH+](C)C(C)=NC=1.[O-][Cl+3]([O-])([O-])[O-]
176,136,F[B-](F)(F)F.N1=C(C)[NH+](C)C=C1
176,136,C[NH+]1C=CN=C1C.F[B-](F)(F)F
176,136,C1N=C([NH+](C)C=1)C.F[B-](F)(F)F
176,136,C1([NH+](C)C=CN=1)C.F[B-](F)(F)F
176,136,C1N=C([NH+](C=1)C)C.F[B-](F)(F)F
176,136,F[B-](F)(F)F.N1=C(C)[NH+](C=C1)C
176,136,C1([NH+](C)C=CN=1)C.[B-](F)(F)(F)F
176,136,C[NH+]1C(=NC=C1)C.F[B-](F)(F)F
176,136,F[B-](F)(F)F.N1=C([NH+](C)C=C1)C
176,136,F[B-](F)(F)F.[NH+]1(C=CN=C1C)C
194,137,[N-](S(C(F)(F)F)(=O)=O)S(C(F)(F)F)(=O)=O.[NH+]1(C)C=CN=C1C
194,137,FC(F)(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)F.N1=C([NH+](C=C1)C)C
194,137,C1=CN=C([NH+]1C)C.FC(F)(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)F
194,137,C1N=C([NH+](C)C=1)C.FC(F)(F)S(=O)([N-]S(C(F)(F)F)(=O)=O)=O
194,137,C1=CN=C(C)[NH+]1C.O=S(=O)(C(F)(F)F)[N-]S(C(F)(F)F)(=O)=O
194,137,CC1[NH+](C)C=CN=1.O=S([N-]S(=O)(=O)C(F)(F)F)(=O)C(F)(F)F
194,137,O=S(C(F)(F)F)(=O)[N-]S(=O)(C(F)(F)F)=O.[NH+]1(C)C=CN=C1C
194,137,C1(C)=NC=C[NH+]1C.S(=O)(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
194,137,FC(F)(F)S(=O)([N-]S(=O)(C(F)(F)F)=O)=O.N1=C([NH+](C=C1)C)C
194,137,C(F)(S(=O)([N-]S(C(F)(F)F)(=O)=O)=O)(F)F.C1(C)[NH+](C)C=CN=1
156,138,C([n+]1cn(C)cc1)C.[B-](F)(F)(F)C(F)(F)F
156,138,[B-](F)(F)(C(F)(F)F)F.n1(C)c[n+](cc1)CC
156,138,C(C)[n+]1cn(cc1)C.F[B-](F)(F)C(F)(F)F
156,138,[B-](F)(F)(C(F)(F)F)F.n1(cc[n+](c1)CC)C
156,138,FC(F)(F)[B-](F)(F)F.[n+]1(ccn(c1)C)CC
