MP_K,IL,Normalized SMILES,,RANDOM
353,33,[Cl-].n1(c[n+](CC)cc1)C,,33
352,34,CC[n+]1ccn(C)c1.[I-],,34
352,34,[I-].c1c[n+](CC)cn1C,,34
352,34,Cn1c[n+](CC)cc1.[I-],,34
352,34,C([n+]1ccn(C)c1)C.[I-],,34
352,34,[I-].c1cn(C)c[n+]1CC,,34
352,34,C(C)[n+]1cn(C)cc1.[I-],,34
352,34,[I-].c1[n+](ccn1C)CC,,34
352,34,[I-].c1[n+](ccn1C)CC,,34
352,34,C([n+]1ccn(c1)C)C.[I-],,34
352,34,Cn1cc[n+](CC)c1.[I-],,34
253,35,CC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)F,,35
253,35,C(F)(F)(F)[B-](F)(F)F.c1c[n+](CC)cn1C,,35
253,35,FC(F)(F)[B-](F)(F)F.n1(C)cc[n+](c1)CC,,35
253,35,C(F)([B-](F)(F)F)(F)F.c1n(c[n+](c1)CC)C,,35
253,35,Cn1c[n+](CC)cc1.F[B-](F)(C(F)(F)F)F,,35
253,35,FC([B-](F)(F)F)(F)F.c1[n+](CC)ccn1C,,35
253,35,C(C)[n+]1cn(cc1)C.FC(F)([B-](F)(F)F)F,,35
253,35,F[B-](F)(F)C(F)(F)F.c1[n+](cn(C)c1)CC,,35
253,35,Cn1cc[n+](CC)c1.[B-](F)(F)(C(F)(F)F)F,,35
253,35,FC([B-](F)(F)F)(F)F.c1c[n+](cn1C)CC,,35
274,36,CC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)F,,36
274,36,CC[n+]1cn(cc1)C.F[B-](F)(C(F)(F)C(F)(F)F)F,,36
274,36,F[B-](C(C(F)(F)F)(F)F)(F)F.c1[n+](CC)cn(c1)C,,36
274,36,F[B-](F)(F)C(C(F)(F)F)(F)F.[n+]1(ccn(C)c1)CC,,36
274,36,C(C(F)(F)F)([B-](F)(F)F)(F)F.[n+]1(CC)cn(C)cc1,,36
274,36,C(C(F)(F)[B-](F)(F)F)(F)(F)F.CC[n+]1cn(C)cc1,,36
274,36,CC[n+]1cn(cc1)C.FC(C([B-](F)(F)F)(F)F)(F)F,,36
274,36,C(C)[n+]1ccn(C)c1.F[B-](C(F)(F)C(F)(F)F)(F)F,,36
274,36,F[B-](C(F)(F)C(F)(F)F)(F)F.c1n(C)c[n+](CC)c1,,36
274,36,[B-](C(F)(C(F)(F)F)F)(F)(F)F.[n+]1(ccn(C)c1)CC,,36
281,37,CC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,,37
281,37,FC(F)(C(F)([B-](F)(F)F)F)C(F)(F)F.c1c[n+](CC)cn1C,,37
281,37,C([n+]1cn(C)cc1)C.FC(C(F)(F)F)(F)C(F)([B-](F)(F)F)F,,37
281,37,FC(C(F)(F)C(F)(F)F)([B-](F)(F)F)F.n1(C)c[n+](cc1)CC,,37
281,37,Cn1c[n+](CC)cc1.FC(C([B-](F)(F)F)(F)F)(C(F)(F)F)F,,37
281,37,FC(C(C(F)(F)F)(F)F)(F)[B-](F)(F)F.c1[n+](CC)ccn1C,,37
281,37,C(F)(F)(F)C(F)(F)C(F)([B-](F)(F)F)F.Cn1cc[n+](c1)CC,,37
281,37,F[B-](C(F)(C(F)(C(F)(F)F)F)F)(F)F.c1cn(c[n+]1CC)C,,37
281,37,F[B-](C(F)(C(F)(F)C(F)(F)F)F)(F)F.c1c[n+](cn1C)CC,,37
281,37,FC(F)([B-](F)(F)F)C(C(F)(F)F)(F)F.c1n(C)c[n+](c1)CC,,37
269,38,CC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,38
269,38,FC(F)(C(F)(F)C(F)(F)F)C(F)(F)[B-](F)(F)F.[n+]1(CC)ccn(C)c1,,38
269,38,C(F)(F)(C(F)(F)F)C(F)(F)C([B-](F)(F)F)(F)F.Cn1cc[n+](c1)CC,,38
269,38,F[B-](F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)F.[n+]1(CC)ccn(C)c1,,38
269,38,FC(C(F)([B-](F)(F)F)F)(C(F)(F)C(F)(F)F)F.[n+]1(cn(cc1)C)CC,,38
269,38,FC(C(F)(F)F)(C(C(F)([B-](F)(F)F)F)(F)F)F.[n+]1(CC)ccn(C)c1,,38
269,38,FC(F)(C(F)(F)C(F)(C(F)(F)F)F)[B-](F)(F)F.n1(C)cc[n+](c1)CC,,38
269,38,CC[n+]1cn(cc1)C.FC(F)(C(F)(C(F)(F)C(F)([B-](F)(F)F)F)F)F,,38
269,38,Cn1c[n+](cc1)CC.FC(F)(C(F)(F)C(F)(F)C(F)(F)[B-](F)(F)F)F,,38
269,38,FC(C(F)(C(F)(F)F)F)(F)C([B-](F)(F)F)(F)F.c1[n+](ccn1C)CC,,38
259,39,CCC[B-](F)(F)F.CC[n+]1ccn(C)c1,,39
259,39,CC[n+]1ccn(c1)C.[B-](F)(F)(F)CCC,,39
259,39,C([n+]1ccn(C)c1)C.F[B-](F)(CCC)F,,39
259,39,F[B-](CCC)(F)F.n1(c[n+](cc1)CC)C,,39
259,39,F[B-](CCC)(F)F.n1(C)c[n+](cc1)CC,,39
259,39,C(C[B-](F)(F)F)C.n1(c[n+](cc1)CC)C,,39
259,39,C(C)[n+]1ccn(C)c1.C(C[B-](F)(F)F)C,,39
259,39,CCC[B-](F)(F)F.CC[n+]1ccn(C)c1,,39
259,39,CCC[B-](F)(F)F.c1n(C)cc[n+]1CC,,39
259,39,C([n+]1cn(cc1)C)C.F[B-](F)(F)CCC,,39
264,40,CCCC[B-](F)(F)F.CC[n+]1ccn(C)c1,,40
264,40,Cn1cc[n+](CC)c1.F[B-](CCCC)(F)F,,40
264,40,F[B-](CCCC)(F)F.c1n(c[n+](c1)CC)C,,40
264,40,C(C[B-](F)(F)F)CC.c1cn(C)c[n+]1CC,,40
264,40,CC[n+]1cn(C)cc1.F[B-](CCCC)(F)F,,40
264,40,C(CC[B-](F)(F)F)C.CC[n+]1ccn(C)c1,,40
264,40,F[B-](F)(CCCC)F.c1n(c[n+](CC)c1)C,,40
264,40,C(CCC)[B-](F)(F)F.C([n+]1cn(C)cc1)C,,40
264,40,[B-](F)(CCCC)(F)F.n1(cc[n+](CC)c1)C,,40
264,40,C([B-](F)(F)F)CCC.c1[n+](CC)ccn1C,,40
289,41,CCCCC[B-](F)(F)F.CC[n+]1ccn(C)c1,,41
289,41,F[B-](F)(CCCCC)F.[n+]1(ccn(c1)C)CC,,41
289,41,F[B-](CCCCC)(F)F.c1n(c[n+](CC)c1)C,,41
289,41,F[B-](F)(CCCCC)F.c1[n+](CC)ccn1C,,41
289,41,C([B-](F)(F)F)CCCC.Cn1cc[n+](CC)c1,,41
289,41,C(CC[B-](F)(F)F)CC.c1c[n+](cn1C)CC,,41
289,41,F[B-](F)(CCCCC)F.n1(C)cc[n+](CC)c1,,41
289,41,CCCCC[B-](F)(F)F.n1(c[n+](cc1)CC)C,,41
289,41,CCCCC[B-](F)(F)F.c1[n+](cn(c1)C)CC,,41
289,41,F[B-](CCCCC)(F)F.c1n(cc[n+]1CC)C,,41
257,42,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,42
257,42,C(C)[n+]1cn(cc1)C.O=S(C(F)(F)F)([N-]S(C(F)(F)F)(=O)=O)=O,,42
257,42,O=S(C(F)(F)F)(=O)[N-]S(=O)(C(F)(F)F)=O.c1n(cc[n+]1CC)C,,42
257,42,C(C)[n+]1ccn(c1)C.O=S(=O)([N-]S(=O)(C(F)(F)F)=O)C(F)(F)F,,42
257,42,FC(F)(F)S(=O)([N-]S(C(F)(F)F)(=O)=O)=O.c1n(cc[n+]1CC)C,,42
257,42,CC[n+]1cn(C)cc1.FC(S(=O)([N-]S(=O)(C(F)(F)F)=O)=O)(F)F,,42
257,42,C(C)[n+]1cn(C)cc1.S(C(F)(F)F)(=O)(=O)[N-]S(=O)(C(F)(F)F)=O,,42
257,42,S([N-]S(=O)(=O)C(F)(F)F)(=O)(=O)C(F)(F)F.n1(C)c[n+](CC)cc1,,42
257,42,O=S([N-]S(=O)(C(F)(F)F)=O)(C(F)(F)F)=O.c1n(cc[n+]1CC)C,,42
257,42,C(S(=O)([N-]S(=O)(=O)C(F)(F)F)=O)(F)(F)F.c1[n+](CC)ccn1C,,42
272,43,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,,43
272,43,FC(C(F)(F)F)(F)S(=O)(=O)[N-]S(C(F)(C(F)(F)F)F)(=O)=O.c1cn(C)c[n+]1CC,,43
272,43,S(C(F)(C(F)(F)F)F)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)(=O)=O.c1[n+](cn(C)c1)CC,,43
272,43,CC[n+]1cn(cc1)C.FC(C(F)(F)F)(S(=O)([N-]S(C(F)(F)C(F)(F)F)(=O)=O)=O)F,,43
272,43,C([n+]1cn(C)cc1)C.FC(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)F,,43
272,43,C(C)[n+]1ccn(c1)C.FC(F)(F)C(S(=O)(=O)[N-]S(C(F)(C(F)(F)F)F)(=O)=O)(F)F,,43
272,43,FC(F)(S([N-]S(=O)(C(F)(F)C(F)(F)F)=O)(=O)=O)C(F)(F)F.[n+]1(CC)cn(C)cc1,,43
272,43,C(F)(F)(F)C(F)(F)S([N-]S(=O)(C(C(F)(F)F)(F)F)=O)(=O)=O.c1[n+](CC)ccn1C,,43
272,43,O=S(=O)(C(F)(C(F)(F)F)F)[N-]S(C(F)(F)C(F)(F)F)(=O)=O.c1[n+](CC)cn(c1)C,,43
272,43,Cn1c[n+](cc1)CC.FC(F)(C(F)(F)F)S(=O)(=O)[N-]S(=O)(C(F)(C(F)(F)F)F)=O,,43
252,44,CC[n+]1ccn(C)c1.N#C[N-]C#N,,44
252,44,[N-](C#N)C#N.[n+]1(cn(C)cc1)CC,,44
252,44,C(#N)[N-]C#N.c1[n+](ccn1C)CC,,44
252,44,CC[n+]1ccn(c1)C.[N-](C#N)C#N,,44
252,44,C(#N)[N-]C#N.[n+]1(ccn(C)c1)CC,,44
252,44,N#C[N-]C#N.[n+]1(cn(C)cc1)CC,,44
252,44,CC[n+]1cn(cc1)C.N#C[N-]C#N,,44
252,44,C([N-]C#N)#N.[n+]1(CC)cn(C)cc1,,44
252,44,C([n+]1ccn(C)c1)C.N#C[N-]C#N,,44
252,44,N#C[N-]C#N.[n+]1(CC)cn(C)cc1,,44
276,45,CC[n+]1ccn(C)c1.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,45
276,45,S(=O)(=O)([N-]C(C(F)(F)F)=O)C(F)(F)F.n1(C)cc[n+](c1)CC,,45
276,45,Cn1c[n+](CC)cc1.O=C(C(F)(F)F)[N-]S(=O)(=O)C(F)(F)F,,45
276,45,CC[n+]1cn(C)cc1.FC(C(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,,45
276,45,C([N-]S(=O)(C(F)(F)F)=O)(=O)C(F)(F)F.c1n(cc[n+]1CC)C,,45
276,45,O=C(C(F)(F)F)[N-]S(=O)(=O)C(F)(F)F.[n+]1(CC)cn(cc1)C,,45
276,45,Cn1cc[n+](CC)c1.FC(C(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,,45
276,45,FC(F)(F)S([N-]C(C(F)(F)F)=O)(=O)=O.c1n(C)c[n+](CC)c1,,45
276,45,C(F)(S(=O)(=O)[N-]C(C(F)(F)F)=O)(F)F.CC[n+]1ccn(C)c1,,45
276,45,O=S(=O)([N-]C(C(F)(F)F)=O)C(F)(F)F.n1(c[n+](cc1)CC)C,,45
328,46,CC[n+]1ccn(C)c1.O=N[O-],,46
328,46,N([O-])=O.c1[n+](CC)ccn1C,,46
328,46,[O-]N=O.n1(C)c[n+](cc1)CC,,46
328,46,[O-]N=O.c1n(cc[n+]1CC)C,,46
328,46,CC[n+]1ccn(c1)C.N(=O)[O-],,46
328,46,CC[n+]1cn(C)cc1.O=N[O-],,46
328,46,O=N[O-].[n+]1(CC)cn(C)cc1,,46
328,46,Cn1cc[n+](c1)CC.[O-]N=O,,46
328,46,[O-]N=O.n1(cc[n+](CC)c1)C,,46
328,46,C([n+]1cn(C)cc1)C.O=N[O-],,46
311,47,CC[n+]1ccn(C)c1.O=[N+]([O-])[O-],,47
311,47,C([n+]1ccn(c1)C)C.[N+]([O-])(=O)[O-],,47
311,47,[O-][N+](=O)[O-].n1(cc[n+](c1)CC)C,,47
311,47,O=[N+]([O-])[O-].c1c[n+](cn1C)CC,,47
311,47,[O-][N+]([O-])=O.c1cn(C)c[n+]1CC,,47
311,47,Cn1cc[n+](c1)CC.O=[N+]([O-])[O-],,47
311,47,[O-][N+](=O)[O-].n1(c[n+](cc1)CC)C,,47
311,47,C([n+]1cn(cc1)C)C.[O-][N+]([O-])=O,,47
311,47,Cn1c[n+](CC)cc1.O=[N+]([O-])[O-],,47
311,47,O=[N+]([O-])[O-].[n+]1(CC)ccn(C)c1,,47
260,48,CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,,48
260,48,[N-](S(=O)(F)=O)S(=O)(F)=O.[n+]1(CC)ccn(c1)C,,48
260,48,O=S([N-]S(F)(=O)=O)(F)=O.c1n(C)c[n+](CC)c1,,48
260,48,O=S(=O)(F)[N-]S(=O)(F)=O.[n+]1(ccn(c1)C)CC,,48
260,48,CC[n+]1cn(cc1)C.O=S(=O)(F)[N-]S(=O)(F)=O,,48
260,48,O=S([N-]S(F)(=O)=O)(=O)F.[n+]1(ccn(C)c1)CC,,48
260,48,S(=O)([N-]S(=O)(F)=O)(F)=O.c1c[n+](cn1C)CC,,48
260,48,O=S(=O)(F)[N-]S(=O)(F)=O.c1cn(c[n+]1CC)C,,48
260,48,Cn1c[n+](CC)cc1.FS(=O)(=O)[N-]S(=O)(F)=O,,48
260,48,O=S(=O)([N-]S(=O)(F)=O)F.c1n(C)cc[n+]1CC,,48
301,49,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,49
301,49,CC[n+]1cn(cc1)C.FC(C(F)(F)F)(F)C(C(S(=O)(=O)[O-])(F)F)(F)F,,49
301,49,[O-]S(=O)(=O)C(C(F)(F)C(F)(F)C(F)(F)F)(F)F.c1c[n+](cn1C)CC,,49
301,49,C(S([O-])(=O)=O)(C(F)(F)C(C(F)(F)F)(F)F)(F)F.n1(C)cc[n+](c1)CC,,49
301,49,C(F)(F)(S([O-])(=O)=O)C(C(C(F)(F)F)(F)F)(F)F.C([n+]1cn(C)cc1)C,,49
301,49,[O-]S(C(C(F)(C(C(F)(F)F)(F)F)F)(F)F)(=O)=O.c1cn(C)c[n+]1CC,,49
301,49,FC(C(F)(F)C(F)(F)C(S([O-])(=O)=O)(F)F)(F)F.[n+]1(ccn(C)c1)CC,,49
301,49,C([n+]1cn(C)cc1)C.[O-]S(C(F)(F)C(C(F)(C(F)(F)F)F)(F)F)(=O)=O,,49
301,49,FC(F)(F)C(C(C(S([O-])(=O)=O)(F)F)(F)F)(F)F.c1[n+](ccn1C)CC,,49
301,49,FC(F)(C(F)(F)F)C(C(S(=O)([O-])=O)(F)F)(F)F.c1n(C)c[n+](CC)c1,,49
257,50,CC[n+]1ccn(C)c1.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,,50
257,50,[O-]S(OCC(C(C(C(F)F)(F)F)(F)F)(F)F)(=O)=O.c1n(c[n+](CC)c1)C,,50
257,50,C(C)[n+]1ccn(C)c1.FC(F)(C(C(F)F)(F)F)C(COS(=O)(=O)[O-])(F)F,,50
257,50,C(F)(F)(C(F)(F)C(F)(COS([O-])(=O)=O)F)C(F)F.[n+]1(CC)ccn(c1)C,,50
257,50,CC[n+]1cn(cc1)C.FC(F)(C(F)(COS(=O)(=O)[O-])F)C(C(F)F)(F)F,,50
257,50,Cn1cc[n+](c1)CC.FC(COS(=O)(=O)[O-])(F)C(F)(F)C(F)(C(F)F)F,,50
257,50,O=S(OCC(F)(F)C(F)(C(C(F)F)(F)F)F)([O-])=O.c1c[n+](cn1C)CC,,50
257,50,Cn1c[n+](cc1)CC.[O-]S(=O)(OCC(F)(C(C(F)(C(F)F)F)(F)F)F)=O,,50
257,50,C(F)(C(F)(C(C(COS(=O)(=O)[O-])(F)F)(F)F)F)F.n1(C)cc[n+](CC)c1,,50
257,50,C(C)[n+]1ccn(C)c1.FC(F)(C(COS(=O)([O-])=O)(F)F)C(F)(C(F)F)F,,50
278,51,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],,51
278,51,O=S(=O)(OC)[O-].[n+]1(CC)cn(cc1)C,,51
278,51,COS(=O)(=O)[O-].c1cn(C)c[n+]1CC,,51
278,51,Cn1cc[n+](c1)CC.O=S(OC)([O-])=O,,51
278,51,O=S(=O)([O-])OC.c1[n+](CC)ccn1C,,51
278,51,O=S(=O)(OC)[O-].n1(cc[n+](CC)c1)C,,51
278,51,O(C)S([O-])(=O)=O.[n+]1(CC)cn(C)cc1,,51
278,51,O(C)S(=O)([O-])=O.[n+]1(cn(cc1)C)CC,,51
278,51,O(C)S(=O)(=O)[O-].c1[n+](ccn1C)CC,,51
278,51,O=S(=O)(OC)[O-].c1[n+](CC)cn(C)c1,,51
208,52,CC[n+]1ccn(C)c1.O=S(=O)([O-])OC(F)(F)C(F)(F)F,,52
208,52,[O-]S(=O)(=O)OC(C(F)(F)F)(F)F.c1[n+](cn(C)c1)CC,,52
208,52,FC(F)(F)C(F)(F)OS([O-])(=O)=O.c1c[n+](CC)cn1C,,52
208,52,O=S([O-])(=O)OC(C(F)(F)F)(F)F.n1(C)c[n+](cc1)CC,,52
208,52,Cn1cc[n+](c1)CC.[O-]S(OC(F)(C(F)(F)F)F)(=O)=O,,52
208,52,CC[n+]1ccn(c1)C.O=S(=O)([O-])OC(F)(F)C(F)(F)F,,52
208,52,[O-]S(=O)(=O)OC(F)(C(F)(F)F)F.c1cn(C)c[n+]1CC,,52
208,52,CC[n+]1cn(C)cc1.FC(F)(C(F)(F)F)OS(=O)([O-])=O,,52
208,52,C(C(F)(F)F)(F)(OS(=O)([O-])=O)F.CC[n+]1cn(C)cc1,,52
208,52,C(C(F)(F)OS(=O)([O-])=O)(F)(F)F.CC[n+]1cn(cc1)C,,52
236,53,CC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,,53
236,53,Cn1cc[n+](c1)CC.F[P-](F)(C(C(F)(F)F)(F)F)(C(F)(C(F)(F)F)F)(C(C(F)(F)F)(F)F)F,,53
236,53,C(C(F)(F)F)(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(F)F.CC[n+]1ccn(C)c1,,53
236,53,FC(F)(F)C(F)([P-](C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)(F)(F)F)F.c1[n+](cn(c1)C)CC,,53
236,53,C([n+]1ccn(C)c1)C.[P-](C(F)(C(F)(F)F)F)(F)(F)(C(C(F)(F)F)(F)F)(F)C(C(F)(F)F)(F)F,,53
236,53,C(C(F)(F)[P-](F)(F)(F)(C(C(F)(F)F)(F)F)C(F)(F)C(F)(F)F)(F)(F)F.[n+]1(CC)ccn(c1)C,,53
236,53,C([P-](C(F)(C(F)(F)F)F)(F)(F)(C(C(F)(F)F)(F)F)F)(C(F)(F)F)(F)F.c1cn(C)c[n+]1CC,,53
236,53,C(C(F)([P-](C(F)(C(F)(F)F)F)(C(C(F)(F)F)(F)F)(F)(F)F)F)(F)(F)F.c1[n+](cn(C)c1)CC,,53
236,53,C(F)(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(F)(C(F)(F)F)F)(F)(F)F)(F)F.c1n(cc[n+]1CC)C,,53
236,53,C([n+]1cn(cc1)C)C.FC(F)(C(F)([P-](C(F)(C(F)(F)F)F)(F)(F)(C(C(F)(F)F)(F)F)F)F)F,,53
259,54,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,,54
259,54,FC(F)(F)C(=O)[O-].c1c[n+](cn1C)CC,,54
259,54,C(=O)([O-])C(F)(F)F.c1cn(c[n+]1CC)C,,54
259,54,C([n+]1ccn(c1)C)C.FC(C([O-])=O)(F)F,,54
259,54,C([O-])(=O)C(F)(F)F.CC[n+]1ccn(C)c1,,54
259,54,FC(F)(C([O-])=O)F.[n+]1(cn(C)cc1)CC,,54
259,54,FC(F)(C(=O)[O-])F.[n+]1(CC)ccn(C)c1,,54
259,54,FC(F)(F)C([O-])=O.[n+]1(CC)cn(cc1)C,,54
259,54,C(=O)([O-])C(F)(F)F.c1[n+](cn(C)c1)CC,,54
259,54,O=C(C(F)(F)F)[O-].c1[n+](ccn1C)CC,,54
228,55,CC(=O)[O-].CC[n+]1ccn(C)c1,,55
228,55,C(C)(=O)[O-].c1cn(c[n+]1CC)C,,55
228,55,Cn1c[n+](CC)cc1.[O-]C(=O)C,,55
228,55,C(C)[n+]1cn(cc1)C.C([O-])(C)=O,,55
228,55,C(=O)(C)[O-].CC[n+]1ccn(C)c1,,55
228,55,CC[n+]1ccn(c1)C.[O-]C(C)=O,,55
228,55,CC([O-])=O.Cn1cc[n+](CC)c1,,55
228,55,CC[n+]1cn(cc1)C.O=C(C)[O-],,55
228,55,Cn1cc[n+](c1)CC.O=C([O-])C,,55
228,55,[O-]C(C)=O.[n+]1(CC)ccn(c1)C,,55
226,56,CC[n+]1ccn(C)c1.O=C([O-])c1ccccc1C(=O)O,,56
226,56,C(C)[n+]1cn(C)cc1.c1(C(O)=O)ccccc1C([O-])=O,,56
226,56,O=C(c1ccccc1C([O-])=O)O.c1c[n+](cn1C)CC,,56
226,56,[n+]1(CC)ccn(C)c1.c1cc(C(=O)[O-])c(C(O)=O)cc1,,56
226,56,c1ccc(C(=O)O)c(c1)C(=O)[O-].c1cn(c[n+]1CC)C,,56
226,56,c1(C(O)=O)ccccc1C([O-])=O.c1[n+](CC)cn(C)c1,,56
226,56,C(=O)(O)c1ccccc1C(=O)[O-].n1(cc[n+](c1)CC)C,,56
226,56,OC(c1c(C(=O)[O-])cccc1)=O.n1(cc[n+](CC)c1)C,,56
226,56,[n+]1(cn(C)cc1)CC.c1cc(C([O-])=O)c(cc1)C(O)=O,,56
226,56,c1(c(C([O-])=O)cccc1)C(=O)O.n1(c[n+](CC)cc1)C,,56
312,57,CC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,,57
312,57,C(S(=O)([C-](S(C(F)(F)F)(=O)=O)S(=O)(C(F)(F)F)=O)=O)(F)(F)F.c1[n+](CC)cn(C)c1,,57
312,57,CC[n+]1cn(cc1)C.O=S(C(F)(F)F)(=O)[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,,57
312,57,O=S(=O)([C-](S(C(F)(F)F)(=O)=O)S(=O)(C(F)(F)F)=O)C(F)(F)F.n1(c[n+](CC)cc1)C,,57
312,57,CC[n+]1cn(C)cc1.O=S([C-](S(C(F)(F)F)(=O)=O)S(=O)(C(F)(F)F)=O)(=O)C(F)(F)F,,57
312,57,CC[n+]1cn(cc1)C.FC(F)(F)S([C-](S(=O)(C(F)(F)F)=O)S(=O)(=O)C(F)(F)F)(=O)=O,,57
312,57,[C-](S(C(F)(F)F)(=O)=O)(S(=O)(=O)C(F)(F)F)S(=O)(C(F)(F)F)=O.c1n(c[n+](CC)c1)C,,57
312,57,CC[n+]1cn(C)cc1.FC(F)(S(=O)(=O)[C-](S(=O)(C(F)(F)F)=O)S(C(F)(F)F)(=O)=O)F,,57
312,57,S(=O)([C-](S(C(F)(F)F)(=O)=O)S(=O)(=O)C(F)(F)F)(C(F)(F)F)=O.c1n(C)cc[n+]1CC,,57
312,57,Cn1cc[n+](CC)c1.FC(F)(S([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)(=O)=O)F,,57
263,58,CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,,58
263,58,C(#N)[C-](C#N)C#N.c1c[n+](cn1C)CC,,58
263,58,C([C-](C#N)C#N)#N.[n+]1(CC)ccn(c1)C,,58
263,58,C([C-](C#N)C#N)#N.c1n(C)cc[n+]1CC,,58
263,58,C(#N)[C-](C#N)C#N.C([n+]1ccn(C)c1)C,,58
263,58,N#C[C-](C#N)C#N.c1cn(c[n+]1CC)C,,58
263,58,C(#N)[C-](C#N)C#N.c1c[n+](cn1C)CC,,58
263,58,N#C[C-](C#N)C#N.c1n(cc[n+]1CC)C,,58
263,58,N#C[C-](C#N)C#N.n1(c[n+](cc1)CC)C,,58
263,58,[C-](C#N)(C#N)C#N.c1c[n+](cn1C)CC,,58
267,59,CC[n+]1ccn(C)c1.N#C[S-],,59
267,59,C([n+]1cn(cc1)C)C.[S-]C#N,,59
267,59,C(#N)[S-].c1[n+](CC)ccn1C,,59
267,59,CC[n+]1cn(C)cc1.[S-]C#N,,59
267,59,N#C[S-].c1[n+](CC)cn(c1)C,,59
267,59,C(#N)[S-].c1n(c[n+](CC)c1)C,,59
267,59,C([n+]1ccn(c1)C)C.N#C[S-],,59
267,59,N#C[S-].c1cn(c[n+]1CC)C,,59
267,59,C([S-])#N.Cn1cc[n+](c1)CC,,59
267,59,[S-]C#N.c1[n+](CC)cn(C)c1,,59
451,60,CCn1cc[nH+]c1C.[Cl-],,60
451,60,C(n1cc[nH+]c1C)C.[Cl-],,60
451,60,[Cl-].c1c[nH+]c(n1CC)C,,60
451,60,[Cl-].c1(n(CC)cc[nH+]1)C,,60
451,60,[Cl-].c1cn(CC)c(C)[nH+]1,,60
451,60,[Cl-].[nH+]1c(C)n(cc1)CC,,60
451,60,[Cl-].c1(n(CC)cc[nH+]1)C,,60
451,60,[Cl-].c1c[nH+]c(C)n1CC,,60
451,60,C(n1cc[nH+]c1C)C.[Cl-],,60
451,60,C(C)n1cc[nH+]c1C.[Cl-],,60
417,61,CCn1cc[nH+]c1C.[Br-],,61
417,61,Cc1[nH+]ccn1CC.[Br-],,61
417,61,[Br-].c1[nH+]c(C)n(CC)c1,,61
417,61,CCn1c([nH+]cc1)C.[Br-],,61
417,61,[Br-].c1(n(CC)cc[nH+]1)C,,61
417,61,[Br-].c1(C)n(cc[nH+]1)CC,,61
417,61,[Br-].c1c[nH+]c(C)n1CC,,61
417,61,CCn1cc[nH+]c1C.[Br-],,61
417,61,CCn1c([nH+]cc1)C.[Br-],,61
417,61,CCn1cc[nH+]c1C.[Br-],,61
280,62,CCn1cc[nH+]c1C.[O-][Cl+3]([O-])([O-])[O-],,62
280,62,[Cl+3]([O-])([O-])([O-])[O-].[nH+]1ccn(c1C)CC,,62
280,62,C(C)n1cc[nH+]c1C.[O-][Cl+3]([O-])([O-])[O-],,62
280,62,Cc1[nH+]ccn1CC.[Cl+3]([O-])([O-])([O-])[O-],,62
280,62,CCn1c(C)[nH+]cc1.[O-][Cl+3]([O-])([O-])[O-],,62
280,62,C(n1c(C)[nH+]cc1)C.[Cl+3]([O-])([O-])([O-])[O-],,62
280,62,[O-][Cl+3]([O-])([O-])[O-].c1n(c([nH+]c1)C)CC,,62
280,62,Cc1n(cc[nH+]1)CC.[O-][Cl+3]([O-])([O-])[O-],,62
280,62,C(C)n1cc[nH+]c1C.[O-][Cl+3]([O-])([O-])[O-],,62
280,62,[O-][Cl+3]([O-])([O-])[O-].c1([nH+]ccn1CC)C,,62
