MP_K,Normalized SMILES,RANDOM,IL,Normalized SMILES1
386.0,CCCCCCCCCCCCc1cc[n+](C)cc1.[I-],2073,2073,CCCCCCCCCCCCc1cc[n+](C)cc1.[I-]
366.0,CCCCCCCCCCCCc1cc[n+](C)cc1.[O-][Cl+3]([O-])([O-])[O-],2074,2074,CCCCCCCCCCCCc1cc[n+](C)cc1.[O-][Cl+3]([O-])([O-])[O-]
318.0,C[n+]1ccn(Cc2ccc3ccccc3c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2075,2075,C[n+]1ccn(Cc2ccc3ccccc3c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
315.0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.c1ccc(Cn2cc[n+](Cc3ccccc3)c2)cc1,2076,2076,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.c1ccc(Cn2cc[n+](Cc3ccccc3)c2)cc1
292.0,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2077,2077,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
296.0,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,2078,2078,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F
275.0,CC[n+]1cccc(C)c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2079,2079,CC[n+]1cccc(C)c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
371.0,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2080,2080,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
428.0,CC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2081,2081,CC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
303.0,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2082,2082,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
436.0,C[N+](C)(C)CCO.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2083,2083,C[N+](C)(C)CCO.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
280.0,CCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,2084,2084,CCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F
306.0,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2085,2085,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
335.0,CC[n+]1ccccc1.CS(=O)(=O)[O-],2086,2086,CC[n+]1ccccc1.CS(=O)(=O)[O-]
305.0,CC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F,2087,2087,CC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F
285.0,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=C([O-])C(F)(F)F,2088,2088,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=C([O-])C(F)(F)F
278.0,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,2089,2089,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F
291.0,CCC[n+]1ccn(C)c1.[I-],2090,2090,CCC[n+]1ccn(C)c1.[I-]
398.0,F[B-](F)(F)F.c1ccc2sc[nH+]c2c1,2091,2091,F[B-](F)(F)F.c1ccc2sc[nH+]c2c1
393.0,Cc1ccc(S(=O)(=O)[O-])cc1.c1ccc2sc[nH+]c2c1,2092,2092,Cc1ccc(S(=O)(=O)[O-])cc1.c1ccc2sc[nH+]c2c1
378.0,CS(=O)(=O)[O-].c1ccc2sc[nH+]c2c1,2093,2093,CS(=O)(=O)[O-].c1ccc2sc[nH+]c2c1
401.0,O=S(=O)([O-])C(F)(F)F.c1ccc2sc[nH+]c2c1,2094,2094,O=S(=O)([O-])C(F)(F)F.c1ccc2sc[nH+]c2c1
307.0,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,2095,2095,CCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1
219.0,O=[N+]([O-])[O-].[N-]=[N+]=NCC[NH+]1C=NC(N=[N+]=[N-])=N1,2096,2096,O=[N+]([O-])[O-].[N-]=[N+]=NCC[NH+]1C=NC(N=[N+]=[N-])=N1
216.0,Cn1cn[n+](CCN=[N+]=[N-])c1.O=[N+]([O-])[O-],2097,2097,Cn1cn[n+](CCN=[N+]=[N-])c1.O=[N+]([O-])[O-]
221.0,Cn1cn[n+](CCN=[N+]=[N-])c1.[O-][Cl+3]([O-])([O-])[O-],2098,2098,Cn1cn[n+](CCN=[N+]=[N-])c1.[O-][Cl+3]([O-])([O-])[O-]
217.0,C[n+]1cn(CCN=[N+]=[N-])cn1.O=[N+]([O-])[O-],2099,2099,C[n+]1cn(CCN=[N+]=[N-])cn1.O=[N+]([O-])[O-]
227.0,[N-]=[N+]=NCC[n+]1cn(N)cn1.[O-][Cl+3]([O-])([O-])[O-],2100,2100,[N-]=[N+]=NCC[n+]1cn(N)cn1.[O-][Cl+3]([O-])([O-])[O-]
389.0,Cn1c[n+](C)nc1N=[N+]=[N-].[I-],2101,2101,Cn1c[n+](C)nc1N=[N+]=[N-].[I-]
374.0,C[n+]1cn(N)cn1.[I-],2102,2102,C[n+]1cn(N)cn1.[I-]
383.0,Cn1c[n+](C)cn1.I[I-]I,2103,2103,Cn1c[n+](C)cn1.I[I-]I
389.0,[N-]=[N+]=NC1=NC=C[NH2+]1.[O-][Cl+3]([O-])([O-])[O-],2104,2104,[N-]=[N+]=NC1=NC=C[NH2+]1.[O-][Cl+3]([O-])([O-])[O-]
397.0,O=[N+]([O-])[O-].[N-]=[N+]=NC1=NC=C[NH2+]1,2105,2105,O=[N+]([O-])[O-].[N-]=[N+]=NC1=NC=C[NH2+]1
367.0,CC1=[NH+]N(C)NN1C.O=[N+]([O-])[O-],2106,2106,CC1=[NH+]N(C)NN1C.O=[N+]([O-])[O-]
396.0,[N-]=[N+]=NC1=N[NH2+]C=N1.[O-][Cl+3]([O-])([O-])[O-],2107,2107,[N-]=[N+]=NC1=N[NH2+]C=N1.[O-][Cl+3]([O-])([O-])[O-]
257.0,CC(C)C[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2108,2108,CC(C)C[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
391.0,C[NH+]1C=CN(CCCCN2C=C[NH+](C)C2)C1.F[P-](F)(F)(F)(F)F,2109,2109,C[NH+]1C=CN(CCCCN2C=C[NH+](C)C2)C1.F[P-](F)(F)(F)(F)F
376.0,CC[n+]1ccccc1.F[P-](F)(F)(F)(F)F,2110,2110,CC[n+]1ccccc1.F[P-](F)(F)(F)(F)F
259.0,C=CC[NH+](CC)CC.O=S(=O)([O-])C(F)(F)F,2111,2111,C=CC[NH+](CC)CC.O=S(=O)([O-])C(F)(F)F
293.0,CCC[NH+](C)C.O=S(=O)([O-])C(F)(F)F,2112,2112,CCC[NH+](C)C.O=S(=O)([O-])C(F)(F)F
267.0,CC[NH+](C)CC.O=S(=O)([O-])C(F)(F)F,2113,2113,CC[NH+](C)CC.O=S(=O)([O-])C(F)(F)F
259.0,CCC[NH+](CC)CC.O=S(=O)([O-])C(F)(F)F,2114,2114,CCC[NH+](CC)CC.O=S(=O)([O-])C(F)(F)F
289.0,C=CC[NH+](C)C.O=S(=O)([O-])C(F)(F)F,2115,2115,C=CC[NH+](C)C.O=S(=O)([O-])C(F)(F)F
290.0,CCC[NH+](C)CCC.O=S(=O)([O-])C(F)(F)F,2116,2116,CCC[NH+](C)CCC.O=S(=O)([O-])C(F)(F)F
254.0,C=CC[NH+](C)CC=C.O=S(=O)([O-])C(F)(F)F,2117,2117,C=CC[NH+](C)CC=C.O=S(=O)([O-])C(F)(F)F
321.0,CCCCCCCC[n+]1cccc2ccccc21.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2118,2118,CCCCCCCC[n+]1cccc2ccccc21.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
361.0,[NH3+]O.[O-][Cl+3]([O-])([O-])[O-],2119,2119,[NH3+]O.[O-][Cl+3]([O-])([O-])[O-]
305.0,C[N+](C)(C)CCO.O=C([O-])C(F)(F)F,2120,2120,C[N+](C)(C)CCO.O=C([O-])C(F)(F)F
344.0,C[N+](C)(C)CCO.O=C([O-])C(F)(F)C(F)(F)F,2121,2121,C[N+](C)(C)CCO.O=C([O-])C(F)(F)C(F)(F)F
312.0,C[N+](C)(C)CCO.O=C([O-])C(F)(F)C(F)(F)C(F)(F)F,2122,2122,C[N+](C)(C)CCO.O=C([O-])C(F)(F)C(F)(F)C(F)(F)F
296.0,C[N+](C)(C)CCO.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2123,2123,C[N+](C)(C)CCO.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
320.0,C[N+](C)(C)CCO.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2124,2124,C[N+](C)(C)CCO.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
321.0,C[N+](C)(C)CCO.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2125,2125,C[N+](C)(C)CCO.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
337.0,C[N+](C)(C)CCO.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2126,2126,C[N+](C)(C)CCO.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
383.0,[F-].[NH4+],2127,2127,[F-].[NH4+]
283.0,CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.Cc1cc(Cl)ccc1OC(C)C(=O)[O-],2128,2128,CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.Cc1cc(Cl)ccc1OC(C)C(=O)[O-]
279.0,CCCC[n+]1ccn(C)c1.Cc1cc(Cl)ccc1OC(C)C(=O)[O-],2129,2129,CCCC[n+]1ccn(C)c1.Cc1cc(Cl)ccc1OC(C)C(=O)[O-]
239.0,CCCCCCCCCCCC[n+]1ccccc1.O=C([O-])COc1ccc(Cl)cc1Cl,2130,2130,CCCCCCCCCCCC[n+]1ccccc1.O=C([O-])COc1ccc(Cl)cc1Cl
242.0,CCCCCCCCCCCC[n+]1ccccc1.Cc1cc(Cl)ccc1OCC(=O)[O-],2131,2131,CCCCCCCCCCCC[n+]1ccccc1.Cc1cc(Cl)ccc1OCC(=O)[O-]
279.5,CCCCCCCCCCCCCCCC[n+]1ccccc1.Cc1cc(Cl)ccc1OCC(=O)[O-],2132,2132,CCCCCCCCCCCCCCCC[n+]1ccccc1.Cc1cc(Cl)ccc1OCC(=O)[O-]
429.0,CCCCCCCCCC[N+](C)(C)CCO.[Br-],2133,2133,CCCCCCCCCC[N+](C)(C)CCO.[Br-]
461.0,CCCCCCCCCC[N+]1(C)CCOCC1.[Br-],2134,2134,CCCCCCCCCC[N+]1(C)CCOCC1.[Br-]
329.0,CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-],2135,2135,CCCCCCCCCCCC[N+](C)(C)CCOCCO.[Br-]
394.0,CC(C)[NH3+].O=C([O-])COc1ccc(Cl)cc1Cl,2136,2136,CC(C)[NH3+].O=C([O-])COc1ccc(Cl)cc1Cl
393.0,C[NH2+]C.O=C([O-])COc1ccc(Cl)cc1Cl,2137,2137,C[NH2+]C.O=C([O-])COc1ccc(Cl)cc1Cl
356.0,O=C([O-])COc1ccc(Cl)cc1Cl.OCC[NH2+]CCO,2138,2138,O=C([O-])COc1ccc(Cl)cc1Cl.OCC[NH2+]CCO
416.0,O=C([O-])COc1ccc(Cl)cc1Cl.OCC[NH+](CCO)CCO,2139,2139,O=C([O-])COc1ccc(Cl)cc1Cl.OCC[NH+](CCO)CCO
311.0,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].CCCC[P+](CCCC)(CCCC)CC(=O)O,2140,2140,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].CCCC[P+](CCCC)(CCCC)CC(=O)O
252.0,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCC[P+](CC)(CCCC)CCCC,2141,2141,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCC[P+](CC)(CCCC)CCCC
352.0,CC(C)C1=CC2=CCC3C(C)(C(=O)[O-])CCCC3(C)C2CC1.CCCCCCCCCCCCCCCC[N+](C)(C)C,2142,2142,CC(C)C1=CC2=CCC3C(C)(C(=O)[O-])CCCC3(C)C2CC1.CCCCCCCCCCCCCCCC[N+](C)(C)C
258.0,CC(C)C1=CC2=CCC3C(C)(C(=O)[O-])CCCC3(C)C2CC1.CCCCCCCCCCCCCCCCCC[N+](C)(C)C,2143,2143,CC(C)C1=CC2=CCC3C(C)(C(=O)[O-])CCCC3(C)C2CC1.CCCCCCCCCCCCCCCCCC[N+](C)(C)C
285.0,CC(C)C1=CC2=CCC3C(C)(C(=O)[O-])CCCC3(C)C2CC1.CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,2144,2144,CC(C)C1=CC2=CCC3C(C)(C(=O)[O-])CCCC3(C)C2CC1.CCCCCCCCCC[N+](C)(C)CCCCCCCCCC
290.0,CCCC[n+]1ccn(C)c1.[NH-]S(=O)(=O)C(F)(F)F,2145,2145,CCCC[n+]1ccn(C)c1.[NH-]S(=O)(=O)C(F)(F)F
289.0,CCCC[N+]1(C)CCCC1.[NH-]S(=O)(=O)C(F)(F)F,2146,2146,CCCC[N+]1(C)CCCC1.[NH-]S(=O)(=O)C(F)(F)F
329.0,CCCC[N+](C)(C)C.[NH-]S(=O)(=O)C(F)(F)F,2147,2147,CCCC[N+](C)(C)C.[NH-]S(=O)(=O)C(F)(F)F
284.0,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[NH-]S(=O)(=O)C(F)(F)F,2148,2148,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[NH-]S(=O)(=O)C(F)(F)F
407.0,C[n+]1cc2n(n1)CCCC2.[I-],2149,2149,C[n+]1cc2n(n1)CCCC2.[I-]
387.0,CC[n+]1cc2n(n1)CCCC2.[I-],2150,2150,CC[n+]1cc2n(n1)CCCC2.[I-]
356.0,CCC[n+]1cc2n(n1)CCCC2.[I-],2151,2151,CCC[n+]1cc2n(n1)CCCC2.[I-]
346.0,CCCC[n+]1cc2n(n1)CCCC2.[I-],2152,2152,CCCC[n+]1cc2n(n1)CCCC2.[I-]
357.0,COC(=O)C=Cc1ccc(OCCC[n+]2ccn(C)c2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2153,2153,COC(=O)C=Cc1ccc(OCCC[n+]2ccn(C)c2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
326.0,CCCC(CC[n+]1ccn(C)c1)Oc1ccc(C=CC(=O)OC)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2154,2154,CCCC(CC[n+]1ccn(C)c1)Oc1ccc(C=CC(=O)OC)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
237.0,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.C[NH+](C)CCOC(c1ccccc1)c1ccccc1,2155,2155,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.C[NH+](C)CCOC(c1ccccc1)c1ccccc1
337.0,CCCCCCCCCCCC[N+](C)(C)CC(=O)O.O=C([O-])COc1ccc(Cl)cc1Cl,2156,2156,CCCCCCCCCCCC[N+](C)(C)CC(=O)O.O=C([O-])COc1ccc(Cl)cc1Cl
310.0,CCCCCCCCCCCC[N+](C)(C)CC(=O)O.Cc1cc(Cl)ccc1OCC(=O)[O-],2157,2157,CCCCCCCCCCCC[N+](C)(C)CC(=O)O.Cc1cc(Cl)ccc1OCC(=O)[O-]
300.0,CCCCCCCCCCCC[N+](C)(C)CC(=O)O.COc1c(Cl)ccc(Cl)c1C(=O)[O-],2158,2158,CCCCCCCCCCCC[N+](C)(C)CC(=O)O.COc1c(Cl)ccc(Cl)c1C(=O)[O-]
329.0,CCCCCCCn1c(C)cc(C)[n+]1-c1ccccc1.F[B-](F)(F)F,2159,2159,CCCCCCCn1c(C)cc(C)[n+]1-c1ccccc1.F[B-](F)(F)F
398.0,Cc1cc(C)[n+](-c2ccccc2)n1C.F[P-](F)(F)(F)(F)F,2160,2160,Cc1cc(C)[n+](-c2ccccc2)n1C.F[P-](F)(F)(F)(F)F
368.0,CCn1c(C)cc(C)[n+]1-c1ccccc1.F[P-](F)(F)(F)(F)F,2161,2161,CCn1c(C)cc(C)[n+]1-c1ccccc1.F[P-](F)(F)(F)(F)F
375.0,CCCn1c(C)cc(C)[n+]1-c1ccccc1.F[P-](F)(F)(F)(F)F,2162,2162,CCCn1c(C)cc(C)[n+]1-c1ccccc1.F[P-](F)(F)(F)(F)F
334.0,CCCCn1c(C)cc(C)[n+]1-c1ccccc1.F[P-](F)(F)(F)(F)F,2163,2163,CCCCn1c(C)cc(C)[n+]1-c1ccccc1.F[P-](F)(F)(F)(F)F
335.0,CCCCCn1c(C)cc(C)[n+]1-c1ccccc1.F[P-](F)(F)(F)(F)F,2164,2164,CCCCCn1c(C)cc(C)[n+]1-c1ccccc1.F[P-](F)(F)(F)(F)F
312.0,CCCCCCn1c(C)cc(C)[n+]1-c1ccccc1.F[P-](F)(F)(F)(F)F,2165,2165,CCCCCCn1c(C)cc(C)[n+]1-c1ccccc1.F[P-](F)(F)(F)(F)F
316.0,CCCCCCCn1c(C)cc(C)[n+]1-c1ccccc1.F[P-](F)(F)(F)(F)F,2166,2166,CCCCCCCn1c(C)cc(C)[n+]1-c1ccccc1.F[P-](F)(F)(F)(F)F
277.0,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2167,2167,CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
475.0,CCCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],2168,2168,CCCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-]
363.0,CCCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2169,2169,CCCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
503.0,CCCC[n+]1cn(C)c(I)c1I.[I-],2170,2170,CCCC[n+]1cn(C)c(I)c1I.[I-]
403.0,CCCC[n+]1cn(C)c(I)c1I.N#C[N-]C#N,2171,2171,CCCC[n+]1cn(C)c(I)c1I.N#C[N-]C#N
447.0,CCCC[n+]1cn(C)c(I)c1I.O=S(=O)([O-])c1ccccc1I,2172,2172,CCCC[n+]1cn(C)c(I)c1I.O=S(=O)([O-])c1ccccc1I
313.0,CC[N+]1(C)CCCCC1.Cc1cc(Cl)ccc1OCCCC(=O)[O-],2173,2173,CC[N+]1(C)CCCCC1.Cc1cc(Cl)ccc1OCCCC(=O)[O-]
333.0,CCC[N+]1(C)CCCCC1.Cc1cc(Cl)ccc1OCCCC(=O)[O-],2174,2174,CCC[N+]1(C)CCCCC1.Cc1cc(Cl)ccc1OCCCC(=O)[O-]
337.0,CCCC[N+]1(C)CCCCC1.Cc1cc(Cl)ccc1OCCCC(=O)[O-],2175,2175,CCCC[N+]1(C)CCCCC1.Cc1cc(Cl)ccc1OCCCC(=O)[O-]
313.0,CCCCC[N+]1(C)CCCCC1.Cc1cc(Cl)ccc1OCCCC(=O)[O-],2176,2176,CCCCC[N+]1(C)CCCCC1.Cc1cc(Cl)ccc1OCCCC(=O)[O-]
293.0,CCCCCCC[N+]1(C)CCCCC1.Cc1cc(Cl)ccc1OCCCC(=O)[O-],2177,2177,CCCCCCC[N+]1(C)CCCCC1.Cc1cc(Cl)ccc1OCCCC(=O)[O-]
292.0,CCCCCCCCCC[N+]1(C)CCCCC1.Cc1cc(Cl)ccc1OCCCC(=O)[O-],2178,2178,CCCCCCCCCC[N+]1(C)CCCCC1.Cc1cc(Cl)ccc1OCCCC(=O)[O-]
246.0,CCCCCCCCCCC[N+]1(C)CCCCC1.Cc1cc(Cl)ccc1OCCCC(=O)[O-],2179,2179,CCCCCCCCCCC[N+]1(C)CCCCC1.Cc1cc(Cl)ccc1OCCCC(=O)[O-]
310.0,CCCCCCCCCCCC[N+]1(C)CCCCC1.Cc1cc(Cl)ccc1OCCCC(=O)[O-],2180,2180,CCCCCCCCCCCC[N+]1(C)CCCCC1.Cc1cc(Cl)ccc1OCCCC(=O)[O-]
333.0,CCCCCCCCCCCCCC[N+]1(C)CCCCC1.Cc1cc(Cl)ccc1OCCCC(=O)[O-],2181,2181,CCCCCCCCCCCCCC[N+]1(C)CCCCC1.Cc1cc(Cl)ccc1OCCCC(=O)[O-]
319.0,CCCCCCCCCCCCCCCC[N+]1(C)CCCCC1.Cc1cc(Cl)ccc1OCCCC(=O)[O-],2182,2182,CCCCCCCCCCCCCCCC[N+]1(C)CCCCC1.Cc1cc(Cl)ccc1OCCCC(=O)[O-]
319.0,CCCCCCCCCCCCCCCCCC[N+]1(C)CCCCC1.Cc1cc(Cl)ccc1OCCCC(=O)[O-],2183,2183,CCCCCCCCCCCCCCCCCC[N+]1(C)CCCCC1.Cc1cc(Cl)ccc1OCCCC(=O)[O-]
358.0,O=S(=O)([O-])O.c1c[nH+]c[nH]1,2184,2184,O=S(=O)([O-])O.c1c[nH+]c[nH]1
461.0,CS(=O)(=O)[O-].c1c[nH+]c[nH]1,2185,2185,CS(=O)(=O)[O-].c1c[nH+]c[nH]1
395.9,O=S(=O)(O)C(F)(F)F.c1c[nH+]c[nH]1,2186,2186,O=S(=O)(O)C(F)(F)F.c1c[nH+]c[nH]1
346.0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.c1c[nH+]c[nH]1,2187,2187,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.c1c[nH+]c[nH]1
404.2,F[B-](F)(F)F.c1c[nH+]c[nH]1,2188,2188,F[B-](F)(F)F.c1c[nH+]c[nH]1
293.9,Cn1cc[nH+]c1.O=S(=O)([O-])O,2189,2189,Cn1cc[nH+]c1.O=S(=O)([O-])O
332.0,CCn1cc[nH+]c1.CS(=O)(=O)[O-],2190,2190,CCn1cc[nH+]c1.CS(=O)(=O)[O-]
278.0,CCn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2191,2191,CCn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
280.5,CCCn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2192,2192,CCCn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
346.2,C[NH3+].O=S(=O)([O-])O,2193,2193,C[NH3+].O=S(=O)([O-])O
364.0,CS(=O)(=O)[O-].C[NH3+],2194,2194,CS(=O)(=O)[O-].C[NH3+]
334.0,C[NH3+].O=C([O-])C(F)(F)F,2195,2195,C[NH3+].O=C([O-])C(F)(F)F
350.1,C[NH3+].F[B-](F)(F)F,2196,2196,C[NH3+].F[B-](F)(F)F
384.0,C[NH3+].O=[N+]([O-])[O-],2197,2197,C[NH3+].O=[N+]([O-])[O-]
369.8,C[NH3+].O=P([O-])(O)O,2198,2198,C[NH3+].O=P([O-])(O)O
510.0,C[NH3+].[Br-],2199,2199,C[NH3+].[Br-]
385.5,CC[NH3+].CS(=O)(=O)[O-],2200,2200,CC[NH3+].CS(=O)(=O)[O-]
446.0,CC[NH3+].O=S(=O)([O-])C(F)(F)F,2201,2201,CC[NH3+].O=S(=O)([O-])C(F)(F)F
331.0,CC[NH3+].O=C([O-])C(F)(F)F,2202,2202,CC[NH3+].O=C([O-])C(F)(F)F
425.4,CC[NH3+].F[B-](F)(F)F,2203,2203,CC[NH3+].F[B-](F)(F)F
407.0,CC[NH3+].O=P([O-])(O)O,2204,2204,CC[NH3+].O=P([O-])(O)O
382.0,CC[NH3+].[Cl-],2205,2205,CC[NH3+].[Cl-]
306.9,CCC[NH3+].O=S(=O)([O-])O,2206,2206,CCC[NH3+].O=S(=O)([O-])O
449.0,CCC[NH3+].O=S(=O)([O-])C(F)(F)F,2207,2207,CCC[NH3+].O=S(=O)([O-])C(F)(F)F
418.6,CCC[NH3+].O=P([O-])(O)O,2208,2208,CCC[NH3+].O=P([O-])(O)O
459.2,CCC[NH3+].[Br-],2209,2209,CCC[NH3+].[Br-]
306.5,CCCC[NH3+].O=S(=O)([O-])O,2210,2210,CCCC[NH3+].O=S(=O)([O-])O
404.8,CCCC[NH3+].CS(=O)(=O)[O-],2211,2211,CCCC[NH3+].CS(=O)(=O)[O-]
451.0,CCCC[NH3+].O=S(=O)([O-])C(F)(F)F,2212,2212,CCCC[NH3+].O=S(=O)([O-])C(F)(F)F
293.0,CCCC[NH3+].O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2213,2213,CCCC[NH3+].O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
471.2,CCCC[NH3+].F[B-](F)(F)F,2214,2214,CCCC[NH3+].F[B-](F)(F)F
303.0,CCCC[NH3+].O=[N+]([O-])[O-],2215,2215,CCCC[NH3+].O=[N+]([O-])[O-]
386.3,CCCC[NH3+].O=P([O-])(O)O,2216,2216,CCCC[NH3+].O=P([O-])(O)O
478.0,CCCC[NH3+].[Br-],2217,2217,CCCC[NH3+].[Br-]
313.1,C[NH2+]C.O=S(=O)([O-])O,2218,2218,C[NH2+]C.O=S(=O)([O-])O
395.1,CS(=O)(=O)[O-].C[NH2+]C,2219,2219,CS(=O)(=O)[O-].C[NH2+]C
387.0,C[NH2+]C.O=S(=O)([O-])C(F)(F)F,2220,2220,C[NH2+]C.O=S(=O)([O-])C(F)(F)F
260.0,C[NH2+]C.O=C[O-],2221,2221,C[NH2+]C.O=C[O-]
348.0,C[NH2+]C.O=[N+]([O-])[O-],2222,2222,C[NH2+]C.O=[N+]([O-])[O-]
